responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,SONAId,SonaId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
2575,raw_position_sample,2,3,adv,24,4,47,48,48, it ,494,238,1491295.9000000954,33916,33916,222.375,484.4296875,242.875,498.4375,4,4,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,hover_association,2,3,adv,24,4,47,48,48, it ,494,238,,33916,33916,212.625,484.4296875,252.625,498.4375,4,4,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.59999990463257,16.59999990463257,0.683212493028444,0.634375,165,,,,,,,,,,,
2626,raw_position_sample,2,3,adv,24,4,47,48,-1,999,494,238,1491346.200000286,33916,33916,,,,,,,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,raw_position_sample,2,3,adv,24,4,47,48,-1,999,494,238,1491396.5,33916,33916,,,,,,,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,raw_position_sample,2,3,adv,24,4,47,48,-1,999,494,238,1491446.5999999046,33916,33916,,,,,,,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,raw_position_sample,2,3,adv,24,4,47,48,-1,999,494,238,1491496,33916,33916,,,,,,,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,raw_position_sample,2,3,adv,24,4,47,48,-1,999,494,238,1491546.700000286,33916,33916,,,,,,,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,raw_position_sample,2,3,adv,24,4,47,48,-1,999,494,238,1491595.4000000954,33916,33916,,,,,,,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2926,raw_position_sample,2,3,adv,24,4,47,48,-1,999,494,238,1491646.4000000954,33916,33916,,,,,,,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,raw_position_sample,2,3,adv,24,4,47,48,-1,999,494,238,1491696.5,33916,33916,,,,,,,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
