responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,SonaId,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,SONAId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
2136,hover_association,2,3,adv,14,1,40,41,133, as ,655,421,hover,1.200000286102295,1.200000286102295,0.8945998698763825,0.209375,147,33916,33916,33916,412.625,633.515625,452.625,657.53125,9,4,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,raw_position_sample,2,3,adv,14,1,40,41,-1,999,655,421,,,,,,,33916,33916,33916,,,,,,,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315096.4000000954,,,,,,,,,,,
2168,hover_association,2,3,adv,14,1,40,41,121, slick ,627,384,hover,16.299999713897705,16.299999713897705,0.41294117647058826,0.284375,147,33916,33916,33916,372.625,610.546875,412.625,650.390625,8,7,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,hover_association,2,3,adv,14,1,40,41,85, customers ,588,327,hover,1,1,0.8839975148664241,0.859375,147,33916,33916,33916,292.625,510.1875,332.625,598.2109375,6,4,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,raw_position_sample,2,3,adv,14,1,40,41,-1,999,588,327,,,,,,,33916,33916,33916,,,,,,,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315146.5,,,,,,,,,,,
2249,raw_position_sample,2,3,adv,14,1,40,41,85, customers ,582,318,,,,,,,33916,33916,33916,302.375,510.1875,322.875,598.2109375,6,4,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315196.700000286,,,,,,,,,,,
2299,raw_position_sample,2,3,adv,14,1,40,41,85, customers ,582,318,,,,,,,33916,33916,33916,302.375,510.1875,322.875,598.2109375,6,4,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315247.200000286,,,,,,,,,,,
2350,raw_position_sample,2,3,adv,14,1,40,41,85, customers ,582,318,,,,,,,33916,33916,33916,302.375,510.1875,322.875,598.2109375,6,4,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315298.4000000954,,,,,,,,,,,
2385,hover_association,2,3,adv,14,1,40,41,85, customers ,582,318,hover,183.59999990463257,183.59999990463257,0.7249489660069228,0.584375,147,33916,33916,33916,292.625,510.1875,332.625,598.2109375,6,4,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,raw_position_sample,2,3,adv,14,1,40,41,-1,999,574,316,,,,,,,33916,33916,33916,,,,,,,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315346.5,,,,,,,,,,,
