responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,SonaId,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,SONAId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
1448,hover_association,2,2,int,13,3,21,22,78, work ,464,327,hover,12.599999904632568,12.599999904632568,0.5709355131698456,0.859375,103,33916,33916,33916,292.625,439.4453125,332.625,482.453125,6,3,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,raw_position_sample,2,2,int,13,3,21,22,-1,999,464,327,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889550.3000001907,,,,,,,,,,,
1468,hover_association,2,2,int,13,3,21,22,65," stress, ",397,270,hover,16.699999809265137,16.699999809265137,0.1657912457912458,0.434375,103,33916,33916,33916,252.625,387.3828125,292.625,445.390625,5,2,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,raw_position_sample,2,2,int,13,3,21,22,-1,999,321,212,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889595.9000000954,,,,,,,,,,,
1545,raw_position_sample,2,2,int,13,3,21,22,-1,999,286,186,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889646.5,,,,,,,,,,,
1596,raw_position_sample,2,2,int,13,3,21,22,-1,999,275,161,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889697,,,,,,,,,,,
1645,raw_position_sample,2,2,int,13,3,21,22,-1,999,279,145,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889745.9000000954,,,,,,,,,,,
1694,raw_position_sample,2,2,int,13,3,21,22,-1,999,294,119,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889795.7000002861,,,,,,,,,,,
1745,raw_position_sample,2,2,int,13,3,21,22,-1,999,314,113,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889846.3000001907,,,,,,,,,,,
1795,raw_position_sample,2,2,int,13,3,21,22,1, Japan’s ,345,113,,,,,,,33916,33916,33916,102.375,346.375,122.875,413.1015625,1,1,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889896.3000001907,,,,,,,,,,,
