responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,SONAId,SonaId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
2429,raw_position_sample,2,3,adv,14,4,43,44,-1,999,679,466,1395346.200000286,33916,33916,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,hover_association,2,3,adv,14,4,43,44,88, had ,693,306,,33916,33916,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.700000286102295,16.700000286102295,0.896098104793757,0.334375,149,292.625,661.6015625,332.625,696.640625,6,8,,,,,,,,,,,
2479,raw_position_sample,2,3,adv,14,4,43,44,-1,999,693,306,1395396.3000001907,33916,33916,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529,raw_position_sample,2,3,adv,14,4,43,44,-1,999,693,306,1395446.4000000954,33916,33916,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,raw_position_sample,2,3,adv,14,4,43,44,-1,999,693,306,1395496.5999999046,33916,33916,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,raw_position_sample,2,3,adv,14,4,43,44,71," chocolate, ",697,264,1395547.8000001907,33916,33916,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.375,632.53125,282.875,719.59375,5,8,,,,,,,,,,,
2635,hover_association,2,3,adv,14,4,43,44,71," chocolate, ",697,264,,33916,33916,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,8.099999904632568,8.099999904632568,0.7404881550610194,0.284375,149,252.625,632.53125,292.625,719.59375,5,8,,,,,,,,,,,
2653,hover_association,2,3,adv,14,4,43,44,56, 16.6 ,658,243,,33916,33916,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1.1999998092651367,1.1999998092651367,0.8185365853658536,0.759375,149,212.625,625.2265625,252.625,665.265625,4,8,,,,,,,,,,,
2670,hover_association,2,3,adv,14,4,43,44,55, the ,616,216,,33916,33916,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1.0999999046325684,1.0999999046325684,0.692688004163414,0.084375,149,212.625,595.203125,252.625,625.2265625,4,7,,,,,,,,,,,
2679,raw_position_sample,2,3,adv,14,4,43,44,-1,999,616,216,1395596.3000001907,33916,33916,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2686,hover_association,2,3,adv,14,4,43,44,35, singer-songwriter ,544,173,,33916,33916,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1.0999999046325684,1.0999999046325684,0.9979771472308786,0.009375,149,172.625,401.390625,212.625,544.2890625,3,2,,,,,,,,,,,
2703,hover_association,2,3,adv,14,4,43,44,20, young ,475,134,,33916,33916,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1,1,0.17577334489736918,0.034375,149,132.625,465.5,172.625,519.546875,2,4,,,,,,,,,,,
2730,raw_position_sample,2,3,adv,14,4,43,44,3, the ,422,106,1395646.9000000954,33916,33916,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,416.4375,122.875,446.4609375,1,3,,,,,,,,,,,
2735,hover_association,2,3,adv,14,4,43,44,3, the ,422,106,,33916,33916,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.799999713897705,16.799999713897705,0.185271922976841,0.334375,149,92.625,416.4375,132.625,446.4609375,1,3,,,,,,,,,,,
2779,raw_position_sample,2,3,adv,14,4,43,44,-1,999,422,106,1395696.4000000954,33916,33916,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,raw_position_sample,2,3,adv,14,4,43,44,-1,999,422,106,1395746.700000286,33916,33916,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,raw_position_sample,2,3,adv,14,4,43,44,-1,999,422,106,1395796,33916,33916,advanced,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
