responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,SonaId,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,SONAId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
2786,hover_association,2,3,adv,24,7,50,51,106, the ,457,351,hover,16.40000009536743,16.40000009536743,0.985167837626854,0.459375,135,33916,33916,33916,332.625,427.421875,372.625,457.4453125,7,3,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,raw_position_sample,2,3,adv,24,7,50,51,-1,999,457,351,,,,,,,33916,33916,33916,,,,,,,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592196,,,,,,,,,,,
2840,raw_position_sample,2,3,adv,24,7,50,51,-1,999,333,184,,,,,,,33916,33916,33916,,,,,,,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592245.5,,,,,,,,,,,
2890,raw_position_sample,2,3,adv,24,7,50,51,-1,999,333,184,,,,,,,33916,33916,33916,,,,,,,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592295.700000286,,,,,,,,,,,
2940,raw_position_sample,2,3,adv,24,7,50,51,-1,999,333,184,,,,,,,33916,33916,33916,,,,,,,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592345.5,,,,,,,,,,,
2990,raw_position_sample,2,3,adv,24,7,50,51,-1,999,333,184,,,,,,,33916,33916,33916,,,,,,,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592396.4000000954,,,,,,,,,,,
3040,raw_position_sample,2,3,adv,24,7,50,51,-1,999,333,184,,,,,,,33916,33916,33916,,,,,,,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592446,,,,,,,,,,,
3090,raw_position_sample,2,3,adv,24,7,50,51,-1,999,317,86,,,,,,,33916,33916,33916,,,,,,,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592496.4000000954,,,,,,,,,,,
3140,raw_position_sample,2,3,adv,24,7,50,51,-1,999,330,92,,,,,,,33916,33916,33916,,,,,,,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592546.0999999046,,,,,,,,,,,
3190,raw_position_sample,2,3,adv,24,7,50,51,-1,999,337,95,,,,,,,33916,33916,33916,,,,,,,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592596,,,,,,,,,,,
3237,hover_association,2,3,adv,24,7,50,51,1, If ,347,102,hover,1,1,0.1481288680664006,0.234375,135,33916,33916,33916,92.625,344.4990234375,132.625,361.3828125,1,1,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240,raw_position_sample,2,3,adv,24,7,50,51,-1,999,347,102,,,,,,,33916,33916,33916,,,,,,,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592646.4000000954,,,,,,,,,,,
3291,raw_position_sample,2,3,adv,24,7,50,51,1, If ,358,112,,,,,,,33916,33916,33916,102.375,346.375,122.875,361.3828125,1,1,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592696.700000286,,,,,,,,,,,
3336,hover_association,2,3,adv,24,7,50,51,1, If ,350,105,hover,83.5,83.5,0.9773266238648852,0.534375,135,33916,33916,33916,92.625,344.4990234375,132.625,361.3828125,1,1,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3340,raw_position_sample,2,3,adv,24,7,50,51,2, taxes ,362,115,,,,,,,33916,33916,33916,102.375,361.3828125,122.875,409.40625,1,2,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592745.700000286,,,,,,,,,,,
3390,raw_position_sample,2,3,adv,24,7,50,51,2, taxes ,370,116,,,,,,,33916,33916,33916,102.375,361.3828125,122.875,409.40625,1,2,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592795.5999999046,,,,,,,,,,,
3441,raw_position_sample,2,3,adv,24,7,50,51,2, taxes ,370,116,,,,,,,33916,33916,33916,102.375,361.3828125,122.875,409.40625,1,2,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592846.5999999046,,,,,,,,,,,
3491,raw_position_sample,2,3,adv,24,7,50,51,2, taxes ,370,116,,,,,,,33916,33916,33916,102.375,361.3828125,122.875,409.40625,1,2,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592896.700000286,,,,,,,,,,,
3542,raw_position_sample,2,3,adv,24,7,50,51,2, taxes ,370,116,,,,,,,33916,33916,33916,102.375,361.3828125,122.875,409.40625,1,2,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592948,,,,,,,,,,,
3592,raw_position_sample,2,3,adv,24,7,50,51,2, taxes ,370,116,,,,,,,33916,33916,33916,102.375,361.3828125,122.875,409.40625,1,2,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1592997.5,,,,,,,,,,,
3640,raw_position_sample,2,3,adv,24,7,50,51,2, taxes ,380,116,,,,,,,33916,33916,33916,102.375,361.3828125,122.875,409.40625,1,2,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593046,,,,,,,,,,,
3686,hover_association,2,3,adv,24,7,50,51,2, taxes ,362,115,hover,350.09999990463257,350.09999990463257,0.9707174231332357,0.559375,135,33916,33916,33916,92.625,361.3828125,132.625,409.40625,1,2,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3690,raw_position_sample,2,3,adv,24,7,50,51,4," up, ",435,112,,,,,,,33916,33916,33916,102.375,434.4296875,122.875,464.453125,1,4,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593096.200000286,,,,,,,,,,,
3720,hover_association,2,3,adv,24,7,50,51,4," up, ",435,112,hover,33.30000019073486,33.30000019073486,0.6851418162893572,0.434375,135,33916,33916,33916,92.625,434.4296875,132.625,464.453125,1,4,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741,raw_position_sample,2,3,adv,24,7,50,51,5, even ,491,107,,,,,,,33916,33916,33916,102.375,464.453125,122.875,508.4921875,1,5,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593146.700000286,,,,,,,,,,,
3786,hover_association,2,3,adv,24,7,50,51,5, even ,477,108,hover,66.59999990463257,66.59999990463257,0.9434096150434629,0.309375,135,33916,33916,33916,92.625,464.453125,132.625,508.4921875,1,5,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3790,raw_position_sample,2,3,adv,24,7,50,51,6, more ,511,105,,,,,,,33916,33916,33916,102.375,508.4921875,122.875,554.5078125,1,6,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593196.0999999046,,,,,,,,,,,
3840,raw_position_sample,2,3,adv,24,7,50,51,6, more ,527,108,,,,,,,33916,33916,33916,102.375,508.4921875,122.875,554.5078125,1,6,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593245.9000000954,,,,,,,,,,,
3890,raw_position_sample,2,3,adv,24,7,50,51,6, more ,542,114,,,,,,,33916,33916,33916,102.375,508.4921875,122.875,554.5078125,1,6,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593296,,,,,,,,,,,
3940,raw_position_sample,2,3,adv,24,7,50,51,6, more ,552,116,,,,,,,33916,33916,33916,102.375,508.4921875,122.875,554.5078125,1,6,advanced,7,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593346,,,,,,,,,,,
