responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,SonaId,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,SONAId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
1719,hover_association,2,2,int,26,3,26,27,50, realize ,368,221,hover,0.9000000953674316,0.9000000953674316,0.3726440495422725,0.209375,81,33916,33916,33916,212.625,346.375,252.625,404.40625,4,1,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,raw_position_sample,2,2,int,26,3,26,27,33, Canadian ,355,195,,,,,,,33916,33916,33916,182.375,346.375,202.875,428.4453125,3,1,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997896.3000001907,,,,,,,,,,,
1751,hover_association,2,2,int,26,3,26,27,33, Canadian ,355,195,hover,16.700000286102295,16.700000286102295,0.10509281294621609,0.559375,81,33916,33916,33916,172.625,346.375,212.625,428.4453125,3,1,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,raw_position_sample,2,2,int,26,3,26,27,-1,999,332,150,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997945.9000000954,,,,,,,,,,,
1842,raw_position_sample,2,2,int,26,3,26,27,-1,999,327,143,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997996.7000002861,,,,,,,,,,,
1891,raw_position_sample,2,2,int,26,3,26,27,-1,999,329,144,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998046.2000002861,,,,,,,,,,,
1941,raw_position_sample,2,2,int,26,3,26,27,-1,999,332,144,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998096.3000001907,,,,,,,,,,,
1991,raw_position_sample,2,2,int,26,3,26,27,-1,999,335,144,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998145.7000002861,,,,,,,,,,,
2041,raw_position_sample,2,2,int,26,3,26,27,-1,999,345,139,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998196.3000001907,,,,,,,,,,,
2052,hover_association,2,2,int,26,3,26,27,15, safety ,349,135,hover,0.7999997138977051,0.7999997138977051,0.049499116087212726,0.059375,81,33916,33916,33916,132.625,346.375,172.625,399.40625,2,1,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
