responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,SonaId,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,SONAId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
1818,hover_association,2,2,int,29,3,30,31,37, part ,444,191,hover,16.699999809265137,16.699999809265137,0.2934287573194535,0.459375,58,33916,33916,33916,172.625,433.4296875,212.625,469.453125,3,4,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,hover_association,2,2,int,29,3,30,31,2, says ,395,98,hover,0.6999998092651367,0.6999998092651367,0.49051692078839715,0.134375,58,33916,33916,33916,92.625,374.390625,132.625,416.40625,1,2,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,raw_position_sample,2,2,int,29,3,30,31,-1,999,395,98,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082045.4000000954,,,,,,,,,,,
1887,raw_position_sample,2,2,int,29,3,30,31,-1,999,395,98,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082095.5999999046,,,,,,,,,,,
1937,raw_position_sample,2,2,int,29,3,30,31,-1,999,395,98,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082145.5999999046,,,,,,,,,,,
1988,raw_position_sample,2,2,int,29,3,30,31,-1,999,395,98,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082195.700000286,,,,,,,,,,,
2038,raw_position_sample,2,2,int,29,3,30,31,-1,999,395,98,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082245.8000001907,,,,,,,,,,,
2088,raw_position_sample,2,2,int,29,3,30,31,-1,999,395,98,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082295.9000000954,,,,,,,,,,,
2138,raw_position_sample,2,2,int,29,3,30,31,-1,999,354,84,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082346.5999999046,,,,,,,,,,,
2168,hover_association,2,2,int,29,3,30,31,1, He ,353,96,hover,0.8000001907348633,0.8000001907348633,0.3213112722315176,0.084375,58,33916,33916,33916,92.625,342.873046875,132.625,374.390625,1,1,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,hover_association,2,2,int,29,3,30,31,1, He ,353,99,hover,0.5999999046325684,0.5999999046325684,0.3213112722315176,0.159375,58,33916,33916,33916,92.625,342.873046875,132.625,374.390625,1,1,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,raw_position_sample,2,2,int,29,3,30,31,-1,999,353,99,,,,,,,33916,33916,33916,,,,,,,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082395.5999999046,,,,,,,,,,,
2201,hover_association,2,2,int,29,3,30,31,1, He ,352,102,hover,0.6999998092651367,0.6999998092651367,0.28958294602466383,0.234375,58,33916,33916,33916,92.625,342.873046875,132.625,374.390625,1,1,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238,raw_position_sample,2,2,int,29,3,30,31,1, He ,350,106,,,,,,,33916,33916,33916,102.375,346.375,122.875,374.390625,1,1,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082446,,,,,,,,,,,
2288,raw_position_sample,2,2,int,29,3,30,31,1, He ,347,110,,,,,,,33916,33916,33916,102.375,346.375,122.875,374.390625,1,1,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082495.9000000954,,,,,,,,,,,
2337,raw_position_sample,2,2,int,29,3,30,31,1, He ,347,111,,,,,,,33916,33916,33916,102.375,346.375,122.875,374.390625,1,1,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082545.4000000954,,,,,,,,,,,
2389,raw_position_sample,2,2,int,29,3,30,31,1, He ,374,105,,,,,,,33916,33916,33916,102.375,346.375,122.875,374.390625,1,1,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082596.700000286,,,,,,,,,,,
2401,hover_association,2,2,int,29,3,30,31,1, He ,351,104,hover,183.5,183.5,0.9876061225754478,0.309375,58,33916,33916,33916,92.625,342.873046875,132.625,374.390625,1,1,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2435,hover_association,2,2,int,29,3,30,31,2, says ,388,104,hover,33.30000019073486,33.30000019073486,0.6809222759390108,0.284375,58,33916,33916,33916,92.625,374.390625,132.625,416.40625,1,2,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438,raw_position_sample,2,2,int,29,3,30,31,3, the ,421,104,,,,,,,33916,33916,33916,102.375,416.40625,122.875,446.4296875,1,3,intermediate,3,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082646.200000286,,,,,,,,,,,
