responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,SonaId,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,SONAId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
1652,hover_association,2,2,int,26,4,27,28,112, any ,549,387,hover,16.199999809265137,16.199999809265137,0.28771526980482204,0.359375,128,33916,33916,33916,372.625,539.2109375,412.625,573.234375,8,5,intermediate,4,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,raw_position_sample,2,2,int,26,4,27,28,-1,999,549,387,,,,,,,33916,33916,33916,,,,,,,intermediate,4,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014595.9000000954,,,,,,,,,,,
1669,hover_association,2,2,int,26,4,27,28,64, person ,466,284,hover,1,1,0.29251789199739753,0.784375,128,33916,33916,33916,252.625,448.4375,292.625,508.4765625,5,3,intermediate,4,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,hover_association,2,2,int,26,4,27,28,47, to ,432,237,hover,16.699999809265137,16.699999809265137,0.02888368462138954,0.609375,128,33916,33916,33916,212.625,431.421875,252.625,451.4375,4,2,intermediate,4,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,raw_position_sample,2,2,int,26,4,27,28,-1,999,432,237,,,,,,,33916,33916,33916,,,,,,,intermediate,4,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014646.0999999046,,,,,,,,,,,
1718,hover_association,2,2,int,26,4,27,28,31, helped ,390,175,hover,0.9000000953674316,0.9000000953674316,0.7387220531816378,0.059375,128,33916,33916,33916,172.625,346.375,212.625,405.4296875,3,1,intermediate,4,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,hover_association,2,2,int,26,4,27,28,14, Austrian ,380,156,hover,16.59999990463257,16.59999990463257,0.473331133839217,0.584375,128,33916,33916,33916,132.625,346.375,172.625,417.4140625,2,1,intermediate,4,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,raw_position_sample,2,2,int,26,4,27,28,-1,999,380,156,,,,,,,33916,33916,33916,,,,,,,intermediate,4,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014696,,,,,,,,,,,
1768,hover_association,2,2,int,26,4,27,28,1, “Our ,359,121,hover,0.8000001907348633,0.8000001907348633,0.36110907572138257,0.709375,128,33916,33916,33916,92.625,342.9576822916667,132.625,387.3828125,1,1,intermediate,4,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,hover_association,2,2,int,26,4,27,28,1, “Our ,346,104,hover,15.699999809265137,15.699999809265137,0.06848190864193873,0.284375,128,33916,33916,33916,92.625,342.9576822916667,132.625,387.3828125,1,1,intermediate,4,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
