responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,SONAId,SonaId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
4001,hover_association,2,2,int,,,900,1,5, at ,551,129,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.59999990463257,16.59999990463257,0.27634660421545665,0.709375,19,100.625,545.46875,140.625,565.484375,1,5,,,,,,,,,,,
4027,raw_position_sample,2,2,int,,,900,1,6, the ,595,129,332495.59999990463,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,565.484375,130.875,595.5078125,1,6,,,,,,,,,,,
4034,hover_association,2,2,int,,,900,1,6, the ,569,129,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33.40000009536743,33.40000009536743,0.9830861306271143,0.709375,19,100.625,565.484375,140.625,595.5078125,1,6,,,,,,,,,,,
4067,hover_association,2,2,int,,,900,1,7, station ,602,129,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33.90000009536743,33.90000009536743,0.5942926369632521,0.709375,19,100.625,595.5078125,140.625,653.546875,1,7,,,,,,,,,,,
4078,raw_position_sample,2,2,int,,,900,1,-1,999,630,129,332546.09999990463,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4084,hover_association,2,2,int,,,900,1,7, station ,637,130,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.7149010634001884,0.734375,19,100.625,595.5078125,140.625,653.546875,1,7,,,,,,,,,,,
4101,hover_association,2,2,int,,,900,1,7, station ,642,131,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.8010499394265715,0.759375,19,100.625,595.5078125,140.625,653.546875,1,7,,,,,,,,,,,
4118,hover_association,2,2,int,,,900,1,7, station ,648,132,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.9044285906582312,0.784375,19,100.625,595.5078125,140.625,653.546875,1,7,,,,,,,,,,,
4128,raw_position_sample,2,2,int,,,900,1,-1,999,648,132,332596,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4134,hover_association,2,2,int,,,900,1,7, station ,652,132,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.9733476914793378,0.784375,19,100.625,595.5078125,140.625,653.546875,1,7,,,,,,,,,,,
4151,hover_association,2,2,int,,,900,1,8, two ,656,133,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.0743019403691434,0.809375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4167,hover_association,2,2,int,,,900,1,8, two ,659,134,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.39999961853027344,0.39999961853027344,0.16516800757217226,0.834375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4178,raw_position_sample,2,2,int,,,900,1,-1,999,659,134,332646.40000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4184,hover_association,2,2,int,,,900,1,8, two ,663,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.2863227638428774,0.859375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4201,hover_association,2,2,int,,,900,1,8, two ,665,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.34690014197823,0.859375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4217,hover_association,2,2,int,,,900,1,8, two ,668,136,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.43776620918125886,0.884375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4229,raw_position_sample,2,2,int,,,900,1,-1,999,668,136,332697.09999990463,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4234,hover_association,2,2,int,,,900,1,8, two ,671,136,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.5286322763842878,0.884375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4251,hover_association,2,2,int,,,900,1,8, two ,673,136,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.5892096545196404,0.884375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4267,hover_association,2,2,int,,,900,1,8, two ,675,137,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.39999961853027344,0.39999961853027344,0.6497870326549929,0.909375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4279,raw_position_sample,2,2,int,,,900,1,-1,999,675,137,332746.90000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4284,hover_association,2,2,int,,,900,1,8, two ,676,137,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.6800757217226692,0.909375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4301,hover_association,2,2,int,,,900,1,8, two ,677,137,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.7103644107903455,0.909375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4317,hover_association,2,2,int,,,900,1,8, two ,678,137,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.7406530998580217,0.909375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4327,raw_position_sample,2,2,int,,,900,1,-1,999,678,137,332795.90000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334,hover_association,2,2,int,,,900,1,8, two ,678,137,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.7406530998580217,0.909375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4351,hover_association,2,2,int,,,900,1,8, two ,679,137,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.7709417889256981,0.909375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4367,hover_association,2,2,int,,,900,1,8, two ,679,137,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.39999961853027344,0.39999961853027344,0.7709417889256981,0.909375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4378,raw_position_sample,2,2,int,,,900,1,-1,999,679,137,332846.30000019073,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4384,hover_association,2,2,int,,,900,1,8, two ,680,137,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.8012304779933743,0.909375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4401,hover_association,2,2,int,,,900,1,8, two ,681,137,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.8315191670610507,0.909375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4417,hover_association,2,2,int,,,900,1,8, two ,681,138,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.8315191670610507,0.934375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4428,raw_position_sample,2,2,int,,,900,1,-1,999,681,138,332896.09999990463,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434,hover_association,2,2,int,,,900,1,8, two ,682,138,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.8618078561287269,0.934375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4451,hover_association,2,2,int,,,900,1,8, two ,683,138,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.8920965451964032,0.934375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4468,hover_association,2,2,int,,,900,1,8, two ,684,138,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.9223852342640795,0.934375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4478,raw_position_sample,2,2,int,,,900,1,-1,999,684,138,332946.5,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4484,hover_association,2,2,int,,,900,1,8, two ,686,138,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.9829626123994321,0.934375,19,100.625,653.546875,140.625,686.5625,1,8,,,,,,,,,,,
4501,hover_association,2,2,int,,,900,1,9, minutes ,688,138,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.021129995406522738,0.934375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4517,hover_association,2,2,int,,,900,1,9, minutes ,690,138,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.2999997138977051,0.2999997138977051,0.050528249885163065,0.934375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4529,raw_position_sample,2,2,int,,,900,1,-1,999,690,138,332997.09999990463,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4534,hover_association,2,2,int,,,900,1,9, minutes ,693,138,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.09462563160312357,0.934375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4551,hover_association,2,2,int,,,900,1,9, minutes ,696,137,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.3000001907348633,0.3000001907348633,0.13872301332108405,0.909375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4567,hover_association,2,2,int,,,900,1,9, minutes ,700,136,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.19751952227836472,0.884375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4578,raw_position_sample,2,2,int,,,900,1,-1,999,700,136,333046.5,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584,hover_association,2,2,int,,,900,1,9, minutes ,702,136,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.22691777675700506,0.884375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4601,hover_association,2,2,int,,,900,1,9, minutes ,704,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.3000001907348633,0.3000001907348633,0.2563160312356454,0.859375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4617,hover_association,2,2,int,,,900,1,9, minutes ,705,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.27101515847496555,0.859375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4628,raw_position_sample,2,2,int,,,900,1,-1,999,705,135,333096.2000002861,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,hover_association,2,2,int,,,900,1,9, minutes ,706,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.2857142857142857,0.859375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4651,hover_association,2,2,int,,,900,1,9, minutes ,707,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.3004134129536059,0.859375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4667,hover_association,2,2,int,,,900,1,9, minutes ,707,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.39999961853027344,0.39999961853027344,0.3004134129536059,0.859375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4679,raw_position_sample,2,2,int,,,900,1,-1,999,707,135,333146.90000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4684,hover_association,2,2,int,,,900,1,9, minutes ,707,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.3004134129536059,0.859375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4714,hover_association,2,2,int,,,900,1,9, minutes ,708,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.8999996185302734,0.8999996185302734,0.31511254019292606,0.859375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4729,raw_position_sample,2,2,int,,,900,1,-1,999,708,135,333197,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4752,hover_association,2,2,int,,,900,1,9, minutes ,708,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1.299999713897705,1.299999713897705,0.31511254019292606,0.859375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4771,hover_association,2,2,int,,,900,1,9, minutes ,708,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.6999998092651367,0.6999998092651367,0.31511254019292606,0.859375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4778,raw_position_sample,2,2,int,,,900,1,-1,999,708,135,333246.40000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4784,hover_association,2,2,int,,,900,1,9, minutes ,708,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.31511254019292606,0.859375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4801,hover_association,2,2,int,,,900,1,9, minutes ,709,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.3298116674322462,0.859375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4817,hover_association,2,2,int,,,900,1,9, minutes ,709,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.3298116674322462,0.859375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4829,raw_position_sample,2,2,int,,,900,1,-1,999,709,135,333297.09999990463,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4834,hover_association,2,2,int,,,900,1,9, minutes ,711,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.3592099219108865,0.859375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4851,hover_association,2,2,int,,,900,1,9, minutes ,712,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.37390904915020673,0.859375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4867,hover_association,2,2,int,,,900,1,9, minutes ,715,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.39999961853027344,0.39999961853027344,0.4180064308681672,0.859375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4879,raw_position_sample,2,2,int,,,900,1,-1,999,715,135,333347,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4884,hover_association,2,2,int,,,900,1,9, minutes ,718,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.4621038125861277,0.859375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4901,hover_association,2,2,int,,,900,1,9, minutes ,721,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.5062011943040882,0.859375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4917,hover_association,2,2,int,,,900,1,9, minutes ,724,136,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.5502985760220487,0.884375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4928,raw_position_sample,2,2,int,,,900,1,-1,999,724,136,333396.30000019073,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4934,hover_association,2,2,int,,,900,1,9, minutes ,727,137,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.5943959577400092,0.909375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4950,hover_association,2,2,int,,,900,1,9, minutes ,730,137,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.3000001907348633,0.3000001907348633,0.6384933394579697,0.909375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4967,hover_association,2,2,int,,,900,1,9, minutes ,733,138,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5,0.5,0.6825907211759302,0.934375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
4979,raw_position_sample,2,2,int,,,900,1,-1,999,733,138,333447,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4984,hover_association,2,2,int,,,900,1,9, minutes ,736,138,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.19999980926513672,0.19999980926513672,0.7266881028938906,0.934375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
5000,hover_association,2,2,int,,,900,1,9, minutes ,738,139,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.3000001907348633,0.3000001907348633,0.756086357372531,0.959375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
5017,hover_association,2,2,int,,,900,1,9, minutes ,740,140,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.7854846118511714,0.984375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
5027,raw_position_sample,2,2,int,,,900,1,-1,999,740,140,333495.5,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5034,hover_association,2,2,int,,,900,1,9, minutes ,742,140,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.3000001907348633,0.3000001907348633,0.8148828663298117,0.984375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
5050,hover_association,2,2,int,,,900,1,9, minutes ,743,140,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.8295819935691319,0.984375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
5079,raw_position_sample,2,2,int,,,900,1,-1,999,743,140,333547.30000019073,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5128,raw_position_sample,2,2,int,,,900,1,-1,999,743,140,333596.5,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178,raw_position_sample,2,2,int,,,900,1,-1,999,743,140,333646.59999990463,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5228,raw_position_sample,2,2,int,,,900,1,-1,999,743,140,333696.5,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5278,raw_position_sample,2,2,int,,,900,1,-1,999,743,140,333746.7000002861,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5328,raw_position_sample,2,2,int,,,900,1,-1,999,743,140,333796.90000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5355,hover_association,2,2,int,,,900,1,9, minutes ,743,140,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1.5999999046325684,1.5999999046325684,0.8295819935691319,0.984375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
5368,hover_association,2,2,int,,,900,1,9, minutes ,748,139,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.9030776297657327,0.959375,19,100.625,686.5625,140.625,754.59375,1,9,,,,,,,,,,,
5378,raw_position_sample,2,2,int,,,900,1,-1,999,748,139,333846.40000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5384,hover_association,2,2,int,,,900,1,10, early. ,756,135,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.6999998092651367,0.6999998092651367,0.029484029484029485,0.859375,19,100.625,754.59375,140.625,802.2890625,1,10,,,,,,,,,,,
5400,hover_association,2,2,int,,,900,1,10, early. ,766,131,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.40000009536743164,0.40000009536743164,0.23914823914823916,0.759375,19,100.625,754.59375,140.625,802.2890625,1,10,,,,,,,,,,,
5428,raw_position_sample,2,2,int,,,900,1,10, early. ,776,128,333896.2000002861,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,754.59375,130.875,802.2890625,1,10,,,,,,,,,,,
5478,raw_position_sample,2,2,int,,,900,1,10, early. ,796,125,333946.30000019073,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,754.59375,130.875,802.2890625,1,10,,,,,,,,,,,
5501,hover_association,2,2,int,,,900,1,10, early. ,776,128,,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,83.5,83.5,0.952006552006552,0.584375,19,100.625,754.59375,140.625,802.2890625,1,10,,,,,,,,,,,
5528,raw_position_sample,2,2,int,,,900,1,11, Commuters ,808,124,333996.40000009537,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,802.2890625,130.875,900.3046875,1,11,,,,,,,,,,,
5578,raw_position_sample,2,2,int,,,900,1,11, Commuters ,818,123,334046.80000019073,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,802.2890625,130.875,900.3046875,1,11,,,,,,,,,,,
5628,raw_position_sample,2,2,int,,,900,1,11, Commuters ,829,123,334096.7000002861,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,802.2890625,130.875,900.3046875,1,11,,,,,,,,,,,
5678,raw_position_sample,2,2,int,,,900,1,11, Commuters ,836,123,334146.5,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,802.2890625,130.875,900.3046875,1,11,,,,,,,,,,,
5729,raw_position_sample,2,2,int,,,900,1,11, Commuters ,836,123,334197.2000002861,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,802.2890625,130.875,900.3046875,1,11,,,,,,,,,,,
5778,raw_position_sample,2,2,int,,,900,1,11, Commuters ,836,123,334246.5,33916,33916,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.375,802.2890625,130.875,900.3046875,1,11,,,,,,,,,,,
