responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,SONAId,SonaId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
2950,raw_position_sample,2,3,adv,19,2,56,57,-1,999,707,501,1758696.0999999046,33916,33916,advanced,2,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,hover_association,2,3,adv,19,2,56,57,150, existence ,699,478,,33916,33916,advanced,2,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.5,16.5,0.6224214382109119,0.634375,153,452.625,648.5546875,492.625,729.6015625,10,7,,,,,,,,,,,
2985,hover_association,2,3,adv,19,2,56,57,135, remained ,679,417,,33916,33916,advanced,2,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1,1,0.2923091938317392,0.109375,153,412.625,655.6015625,452.625,735.6484375,9,7,,,,,,,,,,,
3000,raw_position_sample,2,3,adv,19,2,56,57,-1,999,679,417,1758746.5,33916,33916,advanced,2,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,hover_association,2,3,adv,19,2,56,57,103, reputation. ,664,359,,33916,33916,advanced,2,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.800000190734863,16.800000190734863,0.2786259541984733,0.659375,153,332.625,638.90625,372.625,728.96875,7,7,,,,,,,,,,,
3051,raw_position_sample,2,3,adv,19,2,56,57,72, family ,658,272,1758796.700000286,33916,33916,advanced,2,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.375,634.59375,282.875,686.6015625,5,9,,,,,,,,,,,
3051,hover_association,2,3,adv,19,2,56,57,72, family ,658,272,,33916,33916,advanced,2,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.90000009536743,16.90000009536743,0.4500525762355415,0.484375,153,252.625,634.59375,292.625,686.6015625,5,9,,,,,,,,,,,
3101,raw_position_sample,2,3,adv,19,2,56,57,-1,999,658,272,1758847.200000286,33916,33916,advanced,2,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,raw_position_sample,2,3,adv,19,2,56,57,-1,999,658,272,1758896.3000001907,33916,33916,advanced,2,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,raw_position_sample,2,3,adv,19,2,56,57,-1,999,658,272,1758946.5999999046,33916,33916,advanced,2,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
