responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,SONAId,SonaId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
1251,hover_association,2,2,int,20,3,9,10,1, Pullman ,368,101,,33916,33916,92.625,342.484375,132.625,416.40625,1,1,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1,1,0.3451701543014162,0.209375,115,,,,,,,,,,,
1254,raw_position_sample,2,2,int,20,3,9,10,-1,999,368,101,564096.4000000954,33916,33916,,,,,,,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,raw_position_sample,2,2,int,20,3,9,10,1, Pullman ,354,110,564146.4000000954,33916,33916,102.375,346.375,122.875,416.40625,1,1,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,raw_position_sample,2,2,int,20,3,9,10,1, Pullman ,353,110,564196.7000002861,33916,33916,102.375,346.375,122.875,416.40625,1,1,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,raw_position_sample,2,2,int,20,3,9,10,1, Pullman ,353,110,564248.2000002861,33916,33916,102.375,346.375,122.875,416.40625,1,1,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,raw_position_sample,2,2,int,20,3,9,10,1, Pullman ,353,110,564297,33916,33916,102.375,346.375,122.875,416.40625,1,1,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,raw_position_sample,2,2,int,20,3,9,10,1, Pullman ,354,111,564345.9000000954,33916,33916,102.375,346.375,122.875,416.40625,1,1,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,raw_position_sample,2,2,int,20,3,9,10,1, Pullman ,370,111,564396.7000002861,33916,33916,102.375,346.375,122.875,416.40625,1,1,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,raw_position_sample,2,2,int,20,3,9,10,1, Pullman ,416,110,564445.7000002861,33916,33916,102.375,346.375,122.875,416.40625,1,1,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,hover_association,2,2,int,20,3,9,10,1, Pullman ,361,106,,33916,33916,92.625,342.484375,132.625,416.40625,1,1,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,350.09999990463257,350.09999990463257,0.9945043331219615,0.434375,115,,,,,,,,,,,
1654,raw_position_sample,2,2,int,20,3,9,10,3, writing ,467,107,564496.5999999046,33916,33916,102.375,434.40625,122.875,491.421875,1,3,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,hover_association,2,2,int,20,3,9,10,3, writing ,437,109,,33916,33916,92.625,434.40625,132.625,491.421875,1,3,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,66.59999990463257,66.59999990463257,0.9926007125239792,0.334375,115,,,,,,,,,,,
1701,hover_association,2,2,int,20,3,9,10,4, in ,505,106,,33916,33916,92.625,491.421875,132.625,510.4375,1,4,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.800000190734863,16.800000190734863,0.7140509449465899,0.334375,115,,,,,,,,,,,
1704,raw_position_sample,2,2,int,20,3,9,10,5, the ,512,106,564545.7000002861,33916,33916,102.375,510.4375,122.875,540.4609375,1,5,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,raw_position_sample,2,2,int,20,3,9,10,5, the ,531,107,564596.3000001907,33916,33916,102.375,510.4375,122.875,540.4609375,1,5,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,hover_association,2,2,int,20,3,9,10,5, the ,512,106,,33916,33916,92.625,510.4375,132.625,540.4609375,1,5,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,99.89999961853027,99.89999961853027,0.9513400988810825,0.384375,115,,,,,,,,,,,
1803,raw_position_sample,2,2,int,20,3,9,10,6, next ,543,109,564645.5999999046,33916,33916,102.375,540.4609375,122.875,579.484375,1,6,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,raw_position_sample,2,2,int,20,3,9,10,6, next ,562,109,564696.3000001907,33916,33916,102.375,540.4609375,122.875,579.484375,1,6,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,hover_association,2,2,int,20,3,9,10,6, next ,543,109,,33916,33916,92.625,540.4609375,132.625,579.484375,1,6,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,83.40000009536743,83.40000009536743,0.8338338338338338,0.409375,115,,,,,,,,,,,
1904,raw_position_sample,2,2,int,20,3,9,10,7, issue ,597,107,564746.4000000954,33916,33916,102.375,579.484375,122.875,626.5078125,1,7,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,hover_association,2,2,int,20,3,9,10,7, issue ,584,109,,33916,33916,92.625,579.484375,132.625,626.5078125,1,7,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,49.90000009536743,49.90000009536743,0.648945007476325,0.309375,115,,,,,,,,,,,
1935,hover_association,2,2,int,20,3,9,10,8, of ,627,103,,33916,33916,92.625,626.5078125,132.625,646.5234375,1,8,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1.0999999046325684,1.0999999046325684,0.02459016393442623,0.259375,115,,,,,,,,,,,
1952,hover_association,2,2,int,20,3,9,10,8, of ,638,103,,33916,33916,92.625,626.5078125,132.625,646.5234375,1,8,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1.1000003814697266,1.1000003814697266,0.5741608118657299,0.259375,115,,,,,,,,,,,
1953,raw_position_sample,2,2,int,20,3,9,10,-1,999,638,103,564795.5,33916,33916,,,,,,,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,hover_association,2,2,int,20,3,9,10,9, the ,648,103,,33916,33916,92.625,646.5234375,132.625,676.546875,1,9,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.8999996185302734,0.8999996185302734,0.04918032786885246,0.259375,115,,,,,,,,,,,
1985,hover_association,2,2,int,20,3,9,10,9, the ,656,103,,33916,33916,92.625,646.5234375,132.625,676.546875,1,9,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1,1,0.31563882383554515,0.259375,115,,,,,,,,,,,
2001,hover_association,2,2,int,20,3,9,10,9, the ,662,103,,33916,33916,92.625,646.5234375,132.625,676.546875,1,9,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.9000000953674316,0.9000000953674316,0.5154826958105647,0.259375,115,,,,,,,,,,,
2004,raw_position_sample,2,2,int,20,3,9,10,-1,999,662,103,564846.0999999046,33916,33916,,,,,,,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,hover_association,2,2,int,20,3,9,10,9, the ,668,104,,33916,33916,92.625,646.5234375,132.625,676.546875,1,9,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33.5,33.5,0.9151704397606037,0.334375,115,,,,,,,,,,,
2054,raw_position_sample,2,2,int,20,3,9,10,10, campaign ,678,108,564896.5,33916,33916,102.375,676.546875,122.875,759.6015625,1,10,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,raw_position_sample,2,2,int,20,3,9,10,10, campaign ,679,108,564946.8000001907,33916,33916,102.375,676.546875,122.875,759.6015625,1,10,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,raw_position_sample,2,2,int,20,3,9,10,10, campaign ,679,108,564997.5999999046,33916,33916,102.375,676.546875,122.875,759.6015625,1,10,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,raw_position_sample,2,2,int,20,3,9,10,10, campaign ,679,108,565047.5,33916,33916,102.375,676.546875,122.875,759.6015625,1,10,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,raw_position_sample,2,2,int,20,3,9,10,10, campaign ,679,108,565097.5,33916,33916,102.375,676.546875,122.875,759.6015625,1,10,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,raw_position_sample,2,2,int,20,3,9,10,10, campaign ,691,108,565145.5999999046,33916,33916,102.375,676.546875,122.875,759.6015625,1,10,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,raw_position_sample,2,2,int,20,3,9,10,10, campaign ,737,107,565195.5999999046,33916,33916,102.375,676.546875,122.875,759.6015625,1,10,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,hover_association,2,2,int,20,3,9,10,10, campaign ,678,108,,33916,33916,92.625,676.546875,132.625,759.6015625,1,10,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,333.5,333.5,0.9686765120872919,0.334375,115,,,,,,,,,,,
2404,raw_position_sample,2,2,int,20,3,9,10,11, group’s ,788,105,565246.3000001907,33916,33916,102.375,759.6015625,122.875,823.328125,1,11,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,raw_position_sample,2,2,int,20,3,9,10,11, group’s ,812,105,565295.7000002861,33916,33916,102.375,759.6015625,122.875,823.328125,1,11,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,hover_association,2,2,int,20,3,9,10,11, group’s ,774,105,,33916,33916,92.625,759.6015625,132.625,823.328125,1,11,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,99.90000009536743,99.90000009536743,0.9320828736054922,0.309375,115,,,,,,,,,,,
2503,raw_position_sample,2,2,int,20,3,9,10,12, magazine ,833,107,565345.5999999046,33916,33916,102.375,823.328125,122.875,906.3828125,1,12,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554,raw_position_sample,2,2,int,20,3,9,10,12, magazine ,851,109,565396.5999999046,33916,33916,102.375,823.328125,122.875,906.3828125,1,12,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,raw_position_sample,2,2,int,20,3,9,10,12, magazine ,867,110,565445.5999999046,33916,33916,102.375,823.328125,122.875,906.3828125,1,12,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,raw_position_sample,2,2,int,20,3,9,10,12, magazine ,885,112,565495.9000000954,33916,33916,102.375,823.328125,122.875,906.3828125,1,12,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,raw_position_sample,2,2,int,20,3,9,10,12, magazine ,906,112,565545.8000001907,33916,33916,102.375,823.328125,122.875,906.3828125,1,12,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,hover_association,2,2,int,20,3,9,10,12, magazine ,827,107,,33916,33916,92.625,823.328125,132.625,906.3828125,1,12,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,233.30000019073486,233.30000019073486,0.9953908381149469,0.484375,115,,,,,,,,,,,
2751,hover_association,2,2,int,20,3,9,10,13, in ,914,112,,33916,33916,92.625,906.3828125,132.625,925.3984375,1,13,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33.299999713897705,33.299999713897705,0.8738701725554643,0.484375,115,,,,,,,,,,,
2754,raw_position_sample,2,2,int,20,3,9,10,14, a ,932,112,565595.9000000954,33916,33916,102.375,925.3984375,122.875,940.4140625,1,14,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,hover_association,2,2,int,20,3,9,10,14, a ,932,112,,33916,33916,92.625,925.3984375,132.625,940.4140625,1,14,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.700000286102295,16.700000286102295,0.4396462018730489,0.484375,115,,,,,,,,,,,
2804,raw_position_sample,2,2,int,20,3,9,10,15, dialogue ,953,112,565645.9000000954,33916,33916,102.375,940.4140625,122.875,1013.484375,1,15,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,raw_position_sample,2,2,int,20,3,9,10,15, dialogue ,965,112,565696.3000001907,33916,33916,102.375,940.4140625,122.875,1013.484375,1,15,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,raw_position_sample,2,2,int,20,3,9,10,15, dialogue ,974,111,565746.4000000954,33916,33916,102.375,940.4140625,122.875,1013.484375,1,15,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2954,raw_position_sample,2,2,int,20,3,9,10,15, dialogue ,985,108,565796.3000001907,33916,33916,102.375,940.4140625,122.875,1013.484375,1,15,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3004,raw_position_sample,2,2,int,20,3,9,10,15, dialogue ,997,106,565846.5,33916,33916,102.375,940.4140625,122.875,1013.484375,1,15,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,raw_position_sample,2,2,int,20,3,9,10,15, dialogue ,1003,106,565895.7000002861,33916,33916,102.375,940.4140625,122.875,1013.484375,1,15,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3104,raw_position_sample,2,2,int,20,3,9,10,15, dialogue ,986,106,565946.2000002861,33916,33916,102.375,940.4140625,122.875,1013.484375,1,15,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,hover_association,2,2,int,20,3,9,10,15, dialogue ,943,112,,33916,33916,92.625,940.4140625,132.625,1013.484375,1,15,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,350,350,0.6238640008553406,0.334375,115,,,,,,,,,,,
3150,hover_association,2,2,int,20,3,9,10,12, magazine ,864,106,,33916,33916,92.625,823.328125,132.625,906.3828125,1,12,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.699999809265137,16.699999809265137,0.4896999341548302,0.334375,115,,,,,,,,,,,
3154,raw_position_sample,2,2,int,20,3,9,10,-1,999,864,106,565996.0999999046,33916,33916,,,,,,,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3168,hover_association,2,2,int,20,3,9,10,10, campaign ,703,103,,33916,33916,92.625,676.546875,132.625,759.6015625,1,10,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.6999998092651367,0.6999998092651367,0.3185024927099991,0.259375,115,,,,,,,,,,,
3184,hover_association,2,2,int,20,3,9,10,7, issue ,618,103,,33916,33916,92.625,579.484375,132.625,626.5078125,1,7,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.8190729357036053,0.259375,115,,,,,,,,,,,
3204,raw_position_sample,2,2,int,20,3,9,10,6, next ,567,108,566045.8000001907,33916,33916,102.375,540.4609375,122.875,579.484375,1,6,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3217,hover_association,2,2,int,20,3,9,10,6, next ,567,108,,33916,33916,92.625,540.4609375,132.625,579.484375,1,6,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.700000286102295,16.700000286102295,0.68008008008008,0.384375,115,,,,,,,,,,,
3234,hover_association,2,2,int,20,3,9,10,3, writing ,485,122,,33916,33916,92.625,434.40625,132.625,491.421875,1,3,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.7999997138977051,0.7999997138977051,0.8873664017539051,0.734375,115,,,,,,,,,,,
3251,hover_association,2,2,int,20,3,9,10,3, writing ,447,132,,33916,33916,92.625,434.40625,132.625,491.421875,1,3,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.22088243354343656,0.984375,115,,,,,,,,,,,
3254,raw_position_sample,2,2,int,20,3,9,10,-1,999,447,132,566095.9000000954,33916,33916,,,,,,,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,hover_association,2,2,int,20,3,9,10,18," Casserly, ",432,136,,33916,33916,132.625,398.3984375,172.625,477.09375,2,2,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.6000003814697266,0.6000003814697266,0.426983023925345,0.084375,115,,,,,,,,,,,
3284,hover_association,2,2,int,20,3,9,10,18," Casserly, ",421,139,,33916,33916,132.625,398.3984375,172.625,477.09375,2,2,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.5999999046325684,0.5999999046325684,0.2872034150699891,0.159375,115,,,,,,,,,,,
3301,hover_association,2,2,int,20,3,9,10,18," Casserly, ",406,143,,33916,33916,132.625,398.3984375,172.625,477.09375,2,2,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.6999998092651367,0.6999998092651367,0.0965948575399583,0.259375,115,,,,,,,,,,,
3304,raw_position_sample,2,2,int,20,3,9,10,-1,999,406,143,566145.9000000954,33916,33916,,,,,,,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334,hover_association,2,2,int,20,3,9,10,18," Casserly, ",401,144,,33916,33916,132.625,398.3984375,172.625,477.09375,2,2,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.800000190734863,16.800000190734863,0.033058671696614715,0.284375,115,,,,,,,,,,,
3354,raw_position_sample,2,2,int,20,3,9,10,17, Cathy ,397,145,566196.2000002861,33916,33916,142.375,346.375,162.875,398.3984375,2,1,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,raw_position_sample,2,2,int,20,3,9,10,17, Cathy ,392,147,566246.2000002861,33916,33916,142.375,346.375,162.875,398.3984375,2,1,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,raw_position_sample,2,2,int,20,3,9,10,17, Cathy ,390,147,566296.5,33916,33916,142.375,346.375,162.875,398.3984375,2,1,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,raw_position_sample,2,2,int,20,3,9,10,17, Cathy ,389,147,566345.7000002861,33916,33916,142.375,346.375,162.875,398.3984375,2,1,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,raw_position_sample,2,2,int,20,3,9,10,17, Cathy ,388,148,566396.8000001907,33916,33916,142.375,346.375,162.875,398.3984375,2,1,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3604,raw_position_sample,2,2,int,20,3,9,10,17, Cathy ,394,148,566446.2000002861,33916,33916,142.375,346.375,162.875,398.3984375,2,1,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3618,hover_association,2,2,int,20,3,9,10,17, Cathy ,398,145,,33916,33916,132.625,346.375,172.625,398.3984375,2,1,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,283.5,283.5,0.9154527706862893,0.384375,115,,,,,,,,,,,
3654,raw_position_sample,2,2,int,20,3,9,10,18," Casserly, ",440,148,566496.5999999046,33916,33916,142.375,398.3984375,162.875,477.09375,2,2,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3684,hover_association,2,2,int,20,3,9,10,18," Casserly, ",405,148,,33916,33916,132.625,398.3984375,172.625,477.09375,2,2,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,66.59999990463257,66.59999990463257,0.7954929018167378,0.359375,115,,,,,,,,,,,
3704,raw_position_sample,2,2,int,20,3,9,10,19, chief ,498,144,566545.8000001907,33916,33916,142.375,477.09375,162.875,520.1171875,2,3,intermediate,3,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
