responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,SONAId,SonaId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
1467,raw_position_sample,2,2,int,13,4,22,23,144, Japan ,584,478,911852.5,33916,33916,462.375,541.5,482.875,595.546875,10,4,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,hover_association,2,2,int,13,4,22,23,144, Japan ,584,478,,33916,33916,452.625,541.5,492.625,595.546875,10,4,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,15.799999713897705,15.799999713897705,0.7863544376987569,0.634375,151,,,,,,,,,,,
1501,hover_association,2,2,int,13,4,22,23,85, sick ,483,307,,33916,33916,292.625,461.4296875,332.625,497.4296875,6,4,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.59999990463257,16.59999990463257,0.5991753472222222,0.359375,151,,,,,,,,,,,
1510,raw_position_sample,2,2,int,13,4,22,23,-1,999,483,307,911896.0999999046,33916,33916,,,,,,,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,hover_association,2,2,int,13,4,22,23,34, South ,435,211,,33916,33916,172.625,414.4140625,212.625,466.4609375,3,3,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1,1,0.39552686880816573,0.959375,151,,,,,,,,,,,
1535,hover_association,2,2,int,13,4,22,23,34, South ,420,178,,33916,33916,172.625,414.4140625,212.625,466.4609375,3,3,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.8999996185302734,0.8999996185302734,0.10732512758931252,0.134375,151,,,,,,,,,,,
1552,hover_association,2,2,int,13,4,22,23,18, workers ,414,166,,33916,33916,132.625,346.375,172.625,414.390625,2,1,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.6999998092651367,0.6999998092651367,0.9942568343671031,0.834375,151,,,,,,,,,,,
1560,raw_position_sample,2,2,int,13,4,22,23,-1,999,414,166,911946,33916,33916,,,,,,,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,raw_position_sample,2,2,int,13,4,22,23,18, workers ,398,148,911996.5999999046,33916,33916,142.375,346.375,162.875,414.390625,2,1,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,hover_association,2,2,int,13,4,22,23,18, workers ,408,157,,33916,33916,132.625,346.375,172.625,414.390625,2,1,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,66.7000002861023,66.7000002861023,0.6855042499425683,0.284375,151,,,,,,,,,,,
1652,hover_association,2,2,int,13,4,22,23,18, workers ,387,136,,33916,33916,132.625,346.375,172.625,414.390625,2,1,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1.0999999046325684,1.0999999046325684,0.5972892258212726,0.084375,151,,,,,,,,,,,
1660,raw_position_sample,2,2,int,13,4,22,23,-1,999,387,136,912046.0999999046,33916,33916,,,,,,,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
