responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
11807,raw_position_sample,2,3,adv,21,1,1,2,57, ice-cream ,498,245,1579127.399999991,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,465.56640625,293.90625,1110.625,4,2,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
11859,raw_position_sample,2,3,adv,21,1,1,2,57, ice-cream ,490,245,1579179.899999991,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,465.56640625,293.90625,1110.625,4,2,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
11872,hover_association,2,3,adv,21,1,1,2,57, ice-cream ,567,245,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,223.90625,487.080078125,283.90625,809.609375,4,2,hover,301.40000000596046,301.40000000596046,0.002852211826687256,0.3182291666666667,88,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
11910,raw_position_sample,2,3,adv,21,1,1,2,44," cold, ",483,242,1579230.899999991,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,465.56640625,253.90625,508.59375,4,1,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
11960,raw_position_sample,2,3,adv,21,1,1,2,44," cold, ",478,241,1579280.399999991,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,465.56640625,253.90625,508.59375,4,1,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12010,raw_position_sample,2,3,adv,21,1,1,2,44," cold, ",476,241,1579330.299999997,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,465.56640625,253.90625,508.59375,4,1,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12072,raw_position_sample,2,3,adv,21,1,1,2,44," cold, ",476,241,1579392.399999991,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,465.56640625,253.90625,508.59375,4,1,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12120,raw_position_sample,2,3,adv,21,1,1,2,44," cold, ",476,241,1579440.299999997,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,465.56640625,253.90625,508.59375,4,1,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12165,raw_position_sample,2,3,adv,21,1,1,2,44," cold, ",476,241,1579485.299999997,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,465.56640625,253.90625,508.59375,4,1,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12212,raw_position_sample,2,3,adv,21,1,1,2,44," cold, ",476,241,1579532.200000003,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,465.56640625,253.90625,508.59375,4,1,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12251,hover_association,2,3,adv,21,1,1,2,44," cold, ",487,243,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,223.90625,461.6487630208333,283.90625,487.080078125,4,1,hover,378.69999998807907,378.69999998807907,0.8395648000000001,0.28489583333333335,88,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12258,raw_position_sample,2,3,adv,21,1,1,2,57, ice-cream ,488,241,1579579.099999994,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,465.56640625,293.90625,1110.625,4,2,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12312,raw_position_sample,2,3,adv,21,1,1,2,57, ice-cream ,555,240,1579633.099999994,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,465.56640625,293.90625,1110.625,4,2,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12321,hover_association,2,3,adv,21,1,1,2,57, ice-cream ,488,241,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,223.90625,487.080078125,283.90625,809.609375,4,2,hover,70,70,0.21058527871135738,0.2682291666666667,88,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12362,raw_position_sample,2,3,adv,21,1,1,2,46, embrace ,610,237,1579682.200000003,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,569.62890625,253.90625,644.66796875,4,4,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12408,raw_position_sample,2,3,adv,21,1,1,2,46, embrace ,643,236,1579728.399999991,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,569.62890625,253.90625,644.66796875,4,4,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12410,hover_association,2,3,adv,21,1,1,2,46, embrace ,576,240,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,223.90625,569.62890625,283.90625,644.66796875,4,4,hover,89.80000001192093,89.80000001192093,0.9777719937532535,0.2015625,88,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12462,raw_position_sample,2,3,adv,21,1,1,2,47, of ,662,235,1579782.599999994,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,644.66796875,253.90625,664.6875,4,5,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12509,raw_position_sample,2,3,adv,21,1,1,2,47, of ,663,235,1579830.099999994,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,644.66796875,253.90625,664.6875,4,5,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12552,hover_association,2,3,adv,21,1,1,2,47, of ,647,236,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,223.90625,644.66796875,283.90625,664.6875,4,5,hover,141.29999999701977,141.29999999701977,0.9157073170731708,0.1515625,88,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12557,raw_position_sample,2,3,adv,21,1,1,2,48, ice ,665,233,1579877.200000003,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,664.6875,253.90625,692.71484375,4,6,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12617,raw_position_sample,2,3,adv,21,1,1,2,48, ice ,667,233,1579938,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,664.6875,253.90625,692.71484375,4,6,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12657,raw_position_sample,2,3,adv,21,1,1,2,48, ice ,668,233,1579977.299999997,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,664.6875,253.90625,692.71484375,4,6,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12709,raw_position_sample,2,3,adv,21,1,1,2,48, ice ,670,233,1580030.200000003,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,664.6875,253.90625,692.71484375,4,6,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12772,raw_position_sample,2,3,adv,21,1,1,2,48, ice ,670,233,1580092.399999991,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,664.6875,253.90625,692.71484375,4,6,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
12819,raw_position_sample,2,3,adv,21,1,1,2,48, ice ,670,233,1580140.099999994,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,advanced,1,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,spotlight_PROLIFIC,,24,Brasil - São Paulo,Portugues,Inglês | Portugues ,Inglês | Portugues,Portugues:26|English:29|Inglês | Portugues:45,100,Portugues:42|English:20|Inglês | Portugues:38,100,Portugues:36|English:31|Inglês | Portugues:33,100,18,22,Bachelor's,10,9,8,7,4,4,8,9,7,9,Duolingo,140,,,,,25,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,19,random,,233.90625,664.6875,253.90625,692.71484375,4,6,,,,,,,,,,,,2026-08-16T12:47:13.673Z,5V4EJNJP,2026-08-16,2026-08-16,09:47:13,2026-08-16 09:47:13,,,,,,,,697a6aad7ed5edbb062a6da9,697a6aad7ed5edbb062a6da9,,,,
