responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
6888,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,6,such,so,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6888,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,7,here,once,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6888,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,8,outside,edge,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6888,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,9,hope,mean,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6888,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,10,by,with,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7512,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,11,making,giving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7512,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,12,to eat,to eating,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7512,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,13,No matter how,No matter how,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7512,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,14,then,that,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7512,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,15,booked,ordered,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7084,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,16,thinking,about,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7084,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,17,quite,almost,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7084,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,18,undress,unfasten,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7084,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,19,position,opportunity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7084,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,20,little,little,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7280,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,21,would explain,explained,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7280,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,22,sides,sides,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7280,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,23,greatly,highly,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7280,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,24,retrace,retrace,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7280,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,25,region,vicinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7291,,,,,spotlight_PROLIFIC,cambridge_general_english_summary,,,,,,,,,,,,,,,,,,,,,,7,25,A1/A2,elementary|intermediate,elementary|intermediate,cambridge_0_14_elementary_intermediate,6,31,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,1, The ,407,106,98959,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,,,,,,,,,,,,,,,,,,,,,,
1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,1, The ,435,122,99009,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,,,,,,,,,,,,,,,,,,,,,,
1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,1, The ,439,123,99059,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,,,,,,,,,,,,,,,,,,,,,,
1706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,1, The ,444,125,99110,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,,,,,,,,,,,,,,,,,,,,,,
1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,1, The ,407,106,,100.06666564941406,404.8133544921875,140.06666564941406,444.45001220703125,1,1,hover,168,168,0.9886465652510675,0.6233333587646485,19,,,,,,,,,,,,,,,,
1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,447,125,99161,110.06666564941406,444.45001220703125,130.06666564941406,506.50001525878906,1,2,,,,,,,,,,,,,,,,,,,,,,
1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,448,125,99211,110.06666564941406,444.45001220703125,130.06666564941406,506.50001525878906,1,2,,,,,,,,,,,,,,,,,,,,,,
1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,458,125,99261,110.06666564941406,444.45001220703125,130.06666564941406,506.50001525878906,1,2,,,,,,,,,,,,,,,,,,,,,,
1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,480,122,99312,110.06666564941406,444.45001220703125,130.06666564941406,506.50001525878906,1,2,,,,,,,,,,,,,,,,,,,,,,
1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,493,121,99362,110.06666564941406,444.45001220703125,130.06666564941406,506.50001525878906,1,2,,,,,,,,,,,,,,,,,,,,,,
1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,2, coastal ,446,125,,100.06666564941406,444.45001220703125,140.06666564941406,506.50000762939453,1,2,hover,266,266,0.97582582207808,0.4483333587646484,19,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,529,114,99413,110.06666564941406,506.5,130.06666564941406,547.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,,
2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,3, tram ,514,116,,100.06666564941406,506.50000762939453,140.06666564941406,547.5166625976562,1,3,hover,50,50,0.7679805287627636,0.34833335876464844,19,,,,,,,,,,,,,,,,
2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,564,113,99463,110.06666564941406,547.5166625976562,130.06666564941406,607.5666656494141,1,4,,,,,,,,,,,,,,,,,,,,,,
2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,598,118,99514,110.06666564941406,547.5166625976562,130.06666564941406,607.5666656494141,1,4,,,,,,,,,,,,,,,,,,,,,,
2117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,4, arrived ,549,114,,100.06666564941406,547.5166625976562,140.06666564941406,607.5666580200195,1,4,hover,83,83,0.8406884471392182,0.4483333587646484,19,,,,,,,,,,,,,,,,
2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,5, at ,610,119,,100.06666564941406,607.5666580200195,140.06666564941406,627.5833129882812,1,5,hover,34,34,0.7210666319055749,0.5233333587646485,19,,,,,,,,,,,,,,,,
2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,6, the ,638,122,99564,110.06666564941406,627.5833129882812,130.06666564941406,657.6166534423828,1,6,,,,,,,,,,,,,,,,,,,,,,
2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,6, the ,638,122,,100.06666564941406,627.5833129882812,140.06666564941406,657.6166763305664,1,6,hover,49,49,0.9794669573454611,0.6233333587646485,19,,,,,,,,,,,,,,,,
2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,661,125,99614,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,
2260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,671,126,99664,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,
2311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,678,126,99714,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,
2362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,678,126,99765,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,
2412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,678,126,99816,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,
2462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,678,126,99867,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,
2513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,678,126,99917,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,
2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,712,118,99967,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,
2566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,7, station ,661,125,,100.06666564941406,657.6166763305664,140.06666564941406,715.6666946411133,1,7,hover,367,367,0.9368355988882248,0.4483333587646484,19,,,,,,,,,,,,,,,,
2583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,8, two ,738,114,,100.06666564941406,715.6666946411133,140.06666564941406,748.683349609375,1,8,hover,16,16,0.6764254398380242,0.34833335876464844,19,,,,,,,,,,,,,,,,
2614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,769,108,100018,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,,
2664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,773,108,100068,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,,
2715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,792,106,100119,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,,
2765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,805,105,100169,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,,
2815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,9, minutes ,806,105,100219,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,,
2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,9, minutes ,756,110,,100.06666564941406,748.683349609375,140.06666564941406,816.7333450317383,1,9,hover,267,267,0.8863578904930114,0.12333335876464843,19,,,,,,,,,,,,,,,,
2865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,10, early. ,817,105,100269,110.06666564941406,816.7333374023438,130.06666564941406,864.4333343505859,1,10,,,,,,,,,,,,,,,,,,,,,,
2918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,10, early. ,850,107,100322,110.06666564941406,816.7333374023438,130.06666564941406,864.4333343505859,1,10,,,,,,,,,,,,,,,,,,,,,,
2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,10, early. ,855,109,100373,110.06666564941406,816.7333374023438,130.06666564941406,864.4333343505859,1,10,,,,,,,,,,,,,,,,,,,,,,
2999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,10, early. ,817,105,,100.06666564941406,816.7333450317383,140.06666564941406,864.4333419799805,1,10,hover,150,150,0.9070578141799264,0.22333335876464844,19,,,,,,,,,,,,,,,,
3019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,876,110,100424,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,,
3070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,881,111,100474,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,,
3120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,893,112,100523,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,,
3170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,912,114,100575,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,,
3221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,933,118,100625,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,,
3271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,11, Commuters ,951,121,100675,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,,
3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,11, Commuters ,866,110,,100.06666564941406,864.4333419799805,140.06666564941406,962.4833450317383,1,11,hover,300,300,0.9542749118592924,0.5483333587646484,19,,,,,,,,,,,,,,,,
3322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,12, stepped ,974,122,100725,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,
3373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,12, stepped ,1005,121,100776,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,
3422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,12, stepped ,1019,122,100827,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,
3473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,12, stepped ,1020,122,100877,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,
3523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,12, stepped ,1026,122,100928,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,
3575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,12, stepped ,1028,122,100978,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,
3625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,12, stepped ,1028,122,101028,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,
3675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,12, stepped ,980,138,101079,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,
3683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,12, stepped ,966,122,,100.06666564941406,962.4833450317383,140.06666564941406,1031.5666580200195,1,12,hover,384,384,0.2535584095573573,0.9483333587646484,19,,,,,,,,,,,,,,,,
3717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,11, Commuters ,946,139,,100.06666564941406,864.4333419799805,140.06666564941406,962.4833450317383,1,11,hover,34,34,0.21995570982935211,0.7483333587646485,19,,,,,,,,,,,,,,,,
3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,10, early. ,837,121,101130,110.06666564941406,816.7333374023438,130.06666564941406,864.4333343505859,1,10,,,,,,,,,,,,,,,,,,,,,,
3733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,10, early. ,837,121,,100.06666564941406,816.7333450317383,140.06666564941406,864.4333419799805,1,10,hover,16,16,0.4248774898298725,0.5233333587646485,19,,,,,,,,,,,,,,,,
3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,9, minutes ,778,118,,100.06666564941406,748.683349609375,140.06666564941406,816.7333450317383,1,9,hover,17,17,0.4308104682251112,0.4483333587646484,19,,,,,,,,,,,,,,,,
3777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,8, two ,722,125,101181,110.06666564941406,715.6666870117188,130.06666564941406,748.683349609375,1,8,,,,,,,,,,,,,,,,,,,,,,
3783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,8, two ,745,121,,100.06666564941406,715.6666946411133,140.06666564941406,748.683349609375,1,8,hover,33,33,0.19182153264692636,0.6233333587646485,19,,,,,,,,,,,,,,,,
3816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,7, station ,694,132,,100.06666564941406,657.6166763305664,140.06666564941406,715.6666946411133,1,7,hover,33,33,0.2822277089007735,0.8733333587646485,19,,,,,,,,,,,,,,,,
3827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,6, the ,654,138,101231,110.06666564941406,627.5833129882812,130.06666564941406,657.6166534423828,1,6,,,,,,,,,,,,,,,,,,,,,,
3833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,6, the ,654,138,,100.06666564941406,627.5833129882812,140.06666564941406,657.6166763305664,1,6,hover,16,16,0.8795780449446251,0.9483333587646484,19,,,,,,,,,,,,,,,,
3866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,5, at ,625,138,,100.06666564941406,607.5666580200195,140.06666564941406,627.5833129882812,1,5,hover,34,34,0.0716074679936866,0.8983333587646485,19,,,,,,,,,,,,,,,,
3877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,4, arrived ,592,130,101281,110.06666564941406,547.5166625976562,130.06666564941406,607.5666656494141,1,4,,,,,,,,,,,,,,,,,,,,,,
3916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,4, arrived ,592,130,,100.06666564941406,547.5166625976562,140.06666564941406,607.5666580200195,1,4,hover,50,50,0.10796566022600035,0.4483333587646484,19,,,,,,,,,,,,,,,,
3927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,532,117,101332,110.06666564941406,506.5,130.06666564941406,547.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,,
