responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,38, make ,809,194,,180.06666564941406,797.7999877929688,220.06666564941406,846.8333129882812,3,10,hover,66,66,0.8810337058511605,0.5483333587646484,117,,,elementary,3,,,,,,,,,,,,
4224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,39, power ,867,203,135312,190.06666564941406,846.8333129882812,210.06666564941406,900.8833160400391,3,11,,,,,,,,,elementary,3,,,,,,,,,,,,
4267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,39, power ,854,202,,180.06666564941406,846.8333129882812,220.06666564941406,900.8833084106445,3,11,hover,67,67,0.90965201065264,0.5733333587646484,117,,,elementary,3,,,,,,,,,,,,
4276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,40, for ,910,202,135362,190.06666564941406,900.88330078125,210.06666564941406,926.8999633789062,3,12,,,,,,,,,elementary,3,,,,,,,,,,,,
4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,40, for ,910,202,,180.06666564941406,900.8833084106445,220.06666564941406,926.8999938964844,3,12,hover,34,34,0.6963489488011791,0.5233333587646485,117,,,elementary,3,,,,,,,,,,,,
4325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,41, all ,944,200,135412,190.06666564941406,926.9000244140625,210.06666564941406,949.9167022705078,3,13,,,,,,,,,elementary,3,,,,,,,,,,,,
4332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,41, all ,927,201,,180.06666564941406,926.8999938964844,220.06666564941406,949.9166946411133,3,13,hover,32,32,0.7429390638232989,0.49833335876464846,117,,,elementary,3,,,,,,,,,,,,
4376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,42, the ,967,201,135463,190.06666564941406,949.9166870117188,210.06666564941406,979.9500122070312,3,14,,,,,,,,,elementary,3,,,,,,,,,,,,
4426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,42, the ,970,202,135514,190.06666564941406,949.9166870117188,210.06666564941406,979.9500122070312,3,14,,,,,,,,,elementary,3,,,,,,,,,,,,
4450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,42, the ,954,200,,180.06666564941406,949.9166946411133,220.06666564941406,979.9500122070312,3,14,hover,117,117,0.8018862819942554,0.5483333587646484,117,,,elementary,3,,,,,,,,,,,,
4477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,43, people ,980,201,135564,190.06666564941406,979.9500122070312,210.06666564941406,1039.0333557128906,3,15,,,,,,,,,elementary,3,,,,,,,,,,,,
4483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,43, people ,980,201,,180.06666564941406,979.9500122070312,220.06666564941406,1039.0333404541016,3,15,hover,34,34,0.0008460558071426634,0.5233333587646485,117,,,elementary,3,,,,,,,,,,,,
4516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,42, the ,978,200,,180.06666564941406,949.9166946411133,220.06666564941406,979.9500122070312,3,14,hover,33,33,0.30244095874358284,0.5483333587646484,117,,,elementary,3,,,,,,,,,,,,
4527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,41, all ,930,205,135614,190.06666564941406,926.9000244140625,210.06666564941406,949.9167022705078,3,13,,,,,,,,,elementary,3,,,,,,,,,,,,
4533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,41, all ,930,205,,180.06666564941406,926.8999938964844,220.06666564941406,949.9166946411133,3,13,hover,16,16,0.13468507662806675,0.6233333587646485,117,,,elementary,3,,,,,,,,,,,,
4549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,39, power ,857,216,,180.06666564941406,846.8333129882812,220.06666564941406,900.8833084106445,3,11,hover,17,17,0.18809783298357627,0.8983333587646485,117,,,elementary,3,,,,,,,,,,,,
4566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,55, to ,790,222,,220.06666564941406,785.75,260.06665802001953,805.7666625976562,4,11,hover,17,17,0.212323107274518,0.04833336798350677,117,,,elementary,3,,,,,,,,,,,,
4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,53, challenge ,718,226,135665,230.06666564941406,685.6500244140625,250.06666564941406,767.7500305175781,4,9,,,,,,,,,elementary,3,,,,,,,,,,,,
4584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,53, challenge ,718,226,,220.06666564941406,685.6500244140625,260.06665802001953,767.7500152587891,4,9,hover,16,16,0.3940314152667826,0.14833338705699675,117,,,elementary,3,,,,,,,,,,,,
4599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,50, year. ,622,236,,220.06666564941406,579.5666580200195,260.06665802001953,623.599983215332,4,6,hover,17,17,0.963664265457237,0.39833343474072164,117,,,elementary,3,,,,,,,,,,,,
4628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,49, whole ,530,247,135715,230.06666564941406,527.5166625976562,250.06666564941406,579.5666656494141,4,5,,,,,,,,,elementary,3,,,,,,,,,,,,
4633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,49, whole ,570,242,,220.06666564941406,527.5166625976562,260.06665802001953,579.5666580200195,4,5,hover,34,34,0.04771061711326845,0.673333487192819,117,,,elementary,3,,,,,,,,,,,,
4679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,46, world ,439,254,135766,230.06666564941406,438.45001220703125,250.06666564941406,486.4833526611328,4,2,,,,,,,,,elementary,3,,,,,,,,,,,,
4683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,46, world ,484,251,,220.06666564941406,438.45001220703125,260.06665802001953,486.4833450317383,4,2,hover,50,50,0.011450127663967788,0.8483335205714265,117,,,elementary,3,,,,,,,,,,,,
4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,45, the ,418,256,,220.06666564941406,408.41668701171875,260.06665802001953,438.45001220703125,4,1,hover,16,16,0.3190893091577146,0.8983335301081715,117,,,elementary,3,,,,,,,,,,,,
4728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,-1,999,405,256,135816,,,,,,,,,,,,,,,elementary,3,,,,,,,,,,,,
4779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,-1,999,404,256,135866,,,,,,,,,,,,,,,elementary,3,,,,,,,,,,,,
4830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,45, the ,413,256,135917,230.06666564941406,408.41668701171875,250.06666564941406,438.45001220703125,4,1,,,,,,,,,elementary,3,,,,,,,,,,,,
4850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,45, the ,413,256,,220.06666564941406,408.41668701171875,260.06665802001953,438.45001220703125,4,1,hover,32,32,0.6520527734084453,0.873333525339799,117,,,elementary,3,,,,,,,,,,,,
4866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,46, world ,454,252,,220.06666564941406,438.45001220703125,260.06665802001953,486.4833450317383,4,2,hover,16,16,0.3237332676813603,0.7983335110346815,117,,,elementary,3,,,,,,,,,,,,
4881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,48, a ,516,249,135968,230.06666564941406,512.5,250.06666564941406,527.5166625976562,4,4,,,,,,,,,elementary,3,,,,,,,,,,,,
4883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,48, a ,516,249,,220.06666564941406,512.5,260.06665802001953,527.5166625976562,4,4,hover,18,18,0.23307442497551142,0.723333496729564,117,,,elementary,3,,,,,,,,,,,,
4899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,49, whole ,556,246,,220.06666564941406,527.5166625976562,260.06665802001953,579.5666580200195,4,5,hover,16,16,0.5472303536477524,0.6483334824244465,117,,,elementary,3,,,,,,,,,,,,
4916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,51, But ,626,245,,220.06666564941406,623.599983215332,260.06665802001953,655.6166687011719,4,7,hover,16,16,0.07496143802047948,0.623333477656074,117,,,elementary,3,,,,,,,,,,,,
4931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,52, the ,668,246,136018,230.06666564941406,655.61669921875,250.06666564941406,685.6500244140625,4,8,,,,,,,,,elementary,3,,,,,,,,,,,,
4933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,52, the ,668,246,,220.06666564941406,655.6166687011719,260.06665802001953,685.6500244140625,4,8,hover,17,17,0.4123192698547859,0.6483334824244465,117,,,elementary,3,,,,,,,,,,,,
4950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,53, challenge ,712,246,,220.06666564941406,685.6500244140625,260.06665802001953,767.7500152587891,4,9,hover,17,17,0.3209497993218109,0.6483334824244465,117,,,elementary,3,,,,,,,,,,,,
4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,54, is ,775,250,,220.06666564941406,767.7500152587891,260.06665802001953,785.75,4,10,hover,17,17,0.4027772715057979,0.7483335014979365,117,,,elementary,3,,,,,,,,,,,,
4982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,56, capture ,817,251,136068,230.06666564941406,805.7666625976562,250.06666564941406,870.8333282470703,4,12,,,,,,,,,elementary,3,,,,,,,,,,,,
4999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,56, capture ,817,251,,220.06666564941406,805.7666625976562,260.06665802001953,870.8333206176758,4,12,hover,34,34,0.7720288536547872,0.773333506266309,117,,,elementary,3,,,,,,,,,,,,
5017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,57, that ,893,251,,220.06666564941406,870.8333206176758,260.06665802001953,905.8666763305664,4,13,hover,16,16,0.6327306914012786,0.773333506266309,117,,,elementary,3,,,,,,,,,,,,
5032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,58, energy ,906,250,136119,230.06666564941406,905.86669921875,250.06666564941406,965.9333648681641,4,14,,,,,,,,,elementary,3,,,,,,,,,,,,
5082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,58, energy ,915,249,136169,230.06666564941406,905.86669921875,250.06666564941406,965.9333648681641,4,14,,,,,,,,,elementary,3,,,,,,,,,,,,
5132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,58, energy ,915,249,136220,230.06666564941406,905.86669921875,250.06666564941406,965.9333648681641,4,14,,,,,,,,,elementary,3,,,,,,,,,,,,
5183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,58, energy ,915,249,136270,230.06666564941406,905.86669921875,250.06666564941406,965.9333648681641,4,14,,,,,,,,,elementary,3,,,,,,,,,,,,
5233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,58, energy ,915,249,136320,230.06666564941406,905.86669921875,250.06666564941406,965.9333648681641,4,14,,,,,,,,,elementary,3,,,,,,,,,,,,
5265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,58, energy ,906,250,,220.06666564941406,905.8666763305664,260.06665802001953,965.9333572387695,4,14,hover,249,249,0.15205307720251085,0.723333496729564,117,,,elementary,3,,,,,,,,,,,,
5283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,57, that ,901,251,,220.06666564941406,870.8333206176758,260.06665802001953,905.8666763305664,4,13,hover,17,17,0.8610844941475104,0.773333506266309,117,,,elementary,3,,,,,,,,,,,,
5285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,73, make ,846,261,136372,270.066650390625,832.75,290.066650390625,881.7833404541016,5,11,,,,,,,,,elementary,3,,,,,,,,,,,,
5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,73, make ,846,261,,260.06665802001953,832.75,300.066650390625,881.783332824707,5,11,hover,17,17,0.2702243399886446,0.02333355395003394,117,,,elementary,3,,,,,,,,,,,,
5316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,71, energy ,793,271,,260.06665802001953,742.6833572387695,300.066650390625,802.7500076293945,5,9,hover,16,16,0.8376801841622872,0.27333360163375886,117,,,elementary,3,,,,,,,,,,,,
5332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,70, solar ,709,291,,260.06665802001953,698.6500244140625,300.066650390625,742.6833572387695,5,8,hover,17,17,0.23504865341762515,0.7733336970012087,117,,,elementary,3,,,,,,,,,,,,
5335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,68, say ,659,299,136423,270.066650390625,630.5999755859375,290.066650390625,663.6166381835938,5,6,,,,,,,,,elementary,3,,,,,,,,,,,,
5349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,68, say ,659,299,,260.06665802001953,630.599983215332,300.066650390625,663.6166687011719,5,6,hover,17,17,0.8601716485698764,0.9733337351481887,117,,,elementary,3,,,,,,,,,,,,
5367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,82, by ,622,307,,300.066650390625,613.6333084106445,360.066650390625,637.6499938964844,6,5,hover,17,17,0.3483699528100346,0.11555582682291667,117,,,elementary,3,,,,,,,,,,,,
5386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,81, supply ,570,313,136472,310.066650390625,556.5833129882812,330.066650390625,613.6333160400391,6,4,,,,,,,,,elementary,3,,,,,,,,,,,,
5416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,81, supply ,584,311,,300.066650390625,556.5833206176758,360.066650390625,613.6333084106445,6,4,hover,50,50,0.042360734433357194,0.21555582682291666,117,,,elementary,3,,,,,,,,,,,,
5436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,92, two-thirds. ,548,312,136523,310.066650390625,408.41668701171875,370.066650390625,1033,6,2,,,,,,,,,elementary,3,,,,,,,,,,,,
5486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,92, two-thirds. ,536,311,136573,310.066650390625,408.41668701171875,370.066650390625,1033,6,2,,,,,,,,,elementary,3,,,,,,,,,,,,
5536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,92, two-thirds. ,531,310,136624,310.066650390625,408.41668701171875,370.066650390625,1033,6,2,,,,,,,,,elementary,3,,,,,,,,,,,,
5587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,92, two-thirds. ,528,308,136674,310.066650390625,408.41668701171875,370.066650390625,1033,6,2,,,,,,,,,elementary,3,,,,,,,,,,,,
5637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,92, two-thirds. ,520,304,136724,310.066650390625,408.41668701171875,370.066650390625,1033,6,2,,,,,,,,,elementary,3,,,,,,,,,,,,
5689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,92, two-thirds. ,518,303,136775,310.066650390625,408.41668701171875,370.066650390625,1033,6,2,,,,,,,,,elementary,3,,,,,,,,,,,,
5738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,92, two-thirds. ,518,302,136826,310.066650390625,408.41668701171875,370.066650390625,1033,6,2,,,,,,,,,elementary,3,,,,,,,,,,,,
5766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,92, two-thirds. ,553,312,,300.066650390625,452.46668243408203,360.066650390625,764.7583312988281,6,2,hover,349,349,0.2098465258489846,0.015555826822916667,117,,,elementary,3,,,,,,,,,,,,
5789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,66, needed. ,535,290,136876,270.066650390625,494.4666748046875,290.066650390625,564.5666809082031,5,4,,,,,,,,,elementary,3,,,,,,,,,,,,
5800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,66, needed. ,520,296,,260.06665802001953,494.4666748046875,300.066650390625,564.5666656494141,5,4,hover,34,34,0.5782215476332222,0.7483336922328362,117,,,elementary,3,,,,,,,,,,,,
5833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,67, Experts ,567,282,,260.06665802001953,564.5666656494141,300.066650390625,630.599983215332,5,5,hover,34,34,0.6426049139243493,0.5483336540858562,117,,,elementary,3,,,,,,,,,,,,
5840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,68, say ,642,287,136926,270.066650390625,630.5999755859375,290.066650390625,663.6166381835938,5,6,,,,,,,,,elementary,3,,,,,,,,,,,,
5849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,68, say ,642,287,,260.06665802001953,630.599983215332,300.066650390625,663.6166687011719,5,6,hover,16,16,0.34528047309767645,0.6733336779277187,117,,,elementary,3,,,,,,,,,,,,
5867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,69, that ,678,290,,260.06665802001953,663.6166687011719,300.066650390625,698.6500244140625,5,7,hover,18,18,0.4105610497807875,0.7483336922328362,117,,,elementary,3,,,,,,,,,,,,
5890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,70, solar ,734,291,136976,270.066650390625,698.6500244140625,290.066650390625,742.6833648681641,5,8,,,,,,,,,elementary,3,,,,,,,,,,,,
5899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,70, solar ,715,291,,260.06665802001953,698.6500244140625,300.066650390625,742.6833572387695,5,8,hover,31,31,0.8028003632307997,0.7733336970012087,117,,,elementary,3,,,,,,,,,,,,
5940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,71, energy ,792,298,137027,270.066650390625,742.683349609375,290.066650390625,802.7500152587891,5,9,,,,,,,,,elementary,3,,,,,,,,,,,,
5949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,71, energy ,762,294,,260.06665802001953,742.6833572387695,300.066650390625,802.7500076293945,5,9,hover,51,51,0.8210320109497506,0.9483337303798162,117,,,elementary,3,,,,,,,,,,,,
5991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,86, hydro ,810,305,137078,310.066650390625,768.7833251953125,330.066650390625,818.8333129882812,6,9,,,,,,,,,elementary,3,,,,,,,,,,,,
6042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,86, hydro ,810,306,137128,310.066650390625,768.7833251953125,330.066650390625,818.8333129882812,6,9,,,,,,,,,elementary,3,,,,,,,,,,,,
6091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,86, hydro ,810,306,137178,310.066650390625,768.7833251953125,330.066650390625,818.8333129882812,6,9,,,,,,,,,elementary,3,,,,,,,,,,,,
6142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,86, hydro ,807,310,137229,310.066650390625,768.7833251953125,330.066650390625,818.8333129882812,6,9,,,,,,,,,elementary,3,,,,,,,,,,,,
6183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,86, hydro ,806,303,,300.066650390625,768.783332824707,360.066650390625,818.8333129882812,6,9,hover,234,234,0.2840494067895693,0.31555582682291666,117,,,elementary,3,,,,,,,,,,,,
6192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,84, Wind ,726,334,137279,310.066650390625,687.7166748046875,330.066650390625,733.7333526611328,6,7,,,,,,,,,elementary,3,,,,,,,,,,,,
6200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,84, Wind ,726,334,,300.066650390625,687.716682434082,360.066650390625,733.7333450317383,6,7,hover,16,16,0.831944678401511,0.5655558268229167,117,,,elementary,3,,,,,,,,,,,,
6216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,83, 2020. ,677,346,,300.066650390625,637.6499938964844,360.066650390625,687.716682434082,6,6,hover,16,16,0.7859518424903552,0.7655558268229167,117,,,elementary,3,,,,,,,,,,,,
6233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,82, by ,630,355,,300.066650390625,613.6333084106445,360.066650390625,637.6499938964844,6,5,hover,17,17,0.6814717042868057,0.9155558268229167,117,,,elementary,3,,,,,,,,,,,,
6242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,81, supply ,582,360,137329,310.066650390625,556.5833129882812,330.066650390625,613.6333160400391,6,4,,,,,,,,,elementary,3,,,,,,,,,,,,
6249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,81, supply ,582,360,,300.066650390625,556.5833206176758,360.066650390625,613.6333084106445,6,4,hover,17,17,0.44551594777828774,0.99888916015625,117,,,elementary,3,,,,,,,,,,,,
6284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,95, very ,555,362,,360.066650390625,531.1666793823242,380.066650390625,570.183349609375,7,3,hover,33,33,0.0726182065560121,0.09666748046875,117,,,elementary,3,,,,,,,,,,,,
6293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,94, are ,510,362,137379,350.066650390625,500.1333312988281,370.066650390625,531.1666717529297,7,2,,,,,,,,,elementary,3,,,,,,,,,,,,
6299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,94, are ,510,362,,360.066650390625,500.13333892822266,380.066650390625,531.1666793823242,7,2,hover,17,17,0.3179374481574156,0.09666748046875,117,,,elementary,3,,,,,,,,,,,,
6343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,93, “We ,473,366,137430,350.066650390625,462.45001220703125,370.066650390625,500.1333465576172,7,1,,,,,,,,,elementary,3,,,,,,,,,,,,
6396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,93, “We ,467,368,137483,350.066650390625,462.45001220703125,370.066650390625,500.1333465576172,7,1,,,,,,,,,elementary,3,,,,,,,,,,,,
6446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,17,3,3,4,93, “We ,467,367,137533,350.066650390625,462.45001220703125,370.066650390625,500.1333465576172,7,1,,,,,,,,,elementary,3,,,,,,,,,,,,
6466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,17,3,3,4,93, “We ,496,362,,360.066650390625,462.45001220703125,380.066650390625,500.13333892822266,7,1,hover,167,167,0.14727966652285204,0.29666748046875,117,,,elementary,3,,,,,,,,,,,,
