responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
2540,raw_position_sample,2,2,int,,,900,1,11, Commuters ,1148,116,118349,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.26666259765625,1081.38330078125,143.26666259765625,1179.4333038330078,1,11,,,,,,,,,,,,,,,,,,,,,test,test
2569,hover_association,2,2,int,,,900,1,11, Commuters ,1084,116,,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.26666259765625,1081.3833236694336,153.26666259765625,1179.4333267211914,1,11,hover,149,149,0.8731940200488499,0.06833343505859375,19,,,,,,,,,,,,,,,test,test
2589,raw_position_sample,2,2,int,,,900,1,12, stepped ,1204,115,118400,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.26666259765625,1179.433349609375,143.26666259765625,1248.5166778564453,1,12,,,,,,,,,,,,,,,,,,,,,test,test
2602,hover_association,2,2,int,,,900,1,12, stepped ,1185,116,,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.26666259765625,1179.4333267211914,153.26666259765625,1248.5166397094727,1,12,hover,34,34,0.3556093681114554,0.04333343505859375,19,,,,,,,,,,,,,,,test,test
2639,raw_position_sample,2,2,int,,,900,1,-1,999,1237,113,118450,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
2689,raw_position_sample,2,2,int,,,900,1,-1,999,1240,113,118500,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
2741,raw_position_sample,2,2,int,,,900,1,-1,999,1240,113,118552,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
2791,raw_position_sample,2,2,int,,,900,1,12, stepped ,1241,114,118601,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.26666259765625,1179.433349609375,143.26666259765625,1248.5166778564453,1,12,,,,,,,,,,,,,,,,,,,,,test,test
2841,raw_position_sample,2,2,int,,,900,1,12, stepped ,1202,127,118651,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.26666259765625,1179.433349609375,143.26666259765625,1248.5166778564453,1,12,,,,,,,,,,,,,,,,,,,,,test,test
2853,hover_association,2,2,int,,,900,1,12, stepped ,1241,114,,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.26666259765625,1179.4333267211914,153.26666259765625,1248.5166397094727,1,12,hover,66,66,0.3266588167628357,0.34333343505859376,19,,,,,,,,,,,,,,,test,test
2886,hover_association,2,2,int,,,900,1,11, Commuters ,1163,128,,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.26666259765625,1081.3833236694336,153.26666259765625,1179.4333267211914,1,11,hover,34,34,0.16947145143682388,0.36833343505859373,19,,,,,,,,,,,,,,,test,test
2891,raw_position_sample,2,2,int,,,900,1,9, minutes ,1024,126,118702,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.26666259765625,965.63330078125,143.26666259765625,1033.6833038330078,1,9,,,,,,,,,,,,,,,,,,,,,test,test
2903,hover_association,2,2,int,,,900,1,9, minutes ,1024,126,,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.26666259765625,965.6333312988281,153.26666259765625,1033.6833267211914,1,9,hover,16,16,0.8577027571994638,0.31833343505859374,19,,,,,,,,,,,,,,,test,test
2919,hover_association,2,2,int,,,900,1,8, two ,943,117,,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.26666259765625,932.6166763305664,153.26666259765625,965.6333312988281,1,8,hover,17,17,0.3144874512398329,0.09333343505859375,19,,,,,,,,,,,,,,,test,test
2941,raw_position_sample,2,2,int,,,900,1,-1,999,780,106,118752,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
2991,raw_position_sample,2,2,int,,,900,1,-1,999,614,109,118802,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
3041,raw_position_sample,2,2,int,,,900,1,-1,999,564,134,118852,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
3092,raw_position_sample,2,2,int,,,900,1,-1,999,560,140,118902,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
3142,raw_position_sample,2,2,int,,,900,1,-1,999,559,145,118952,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
3192,raw_position_sample,2,2,int,,,900,1,-1,999,570,166,119003,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
3242,raw_position_sample,2,2,int,,,900,1,-1,999,612,180,119052,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
3292,raw_position_sample,2,2,int,,,900,1,14, the ,628,184,119103,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.26666259765625,625.36669921875,183.26666259765625,655.4000244140625,2,1,,,,,,,,,,,,,,,,,,,,,test,test
3343,raw_position_sample,2,2,int,,,900,1,14, the ,651,185,119154,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.26666259765625,625.36669921875,183.26666259765625,655.4000244140625,2,1,,,,,,,,,,,,,,,,,,,,,test,test
3354,hover_association,2,2,int,,,900,1,14, the ,628,184,,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.26666259765625,625.36669921875,193.26666259765625,655.4000244140625,2,1,hover,67,67,0.8534952628305958,0.7933334350585938,19,,,,,,,,,,,,,,,test,test
3394,raw_position_sample,2,2,int,,,900,1,15, fog ,680,185,119205,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.26666259765625,655.4000244140625,183.26666259765625,685.4333648681641,2,2,,,,,,,,,,,,,,,,,,,,,test,test
3420,hover_association,2,2,int,,,900,1,15, fog ,662,185,,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.26666259765625,655.4000244140625,193.26666259765625,685.4333572387695,2,2,hover,67,67,0.9855707909175825,0.7933334350585938,19,,,,,,,,,,,,,,,test,test
3445,raw_position_sample,2,2,int,,,900,1,16, with ,693,185,119255,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.26666259765625,685.433349609375,183.26666259765625,722.4500122070312,2,3,,,,,,,,,,,,,,,,,,,,,test,test
3494,raw_position_sample,2,2,int,,,900,1,16, with ,709,183,119305,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.26666259765625,685.433349609375,183.26666259765625,722.4500122070312,2,3,,,,,,,,,,,,,,,,,,,,,test,test
3520,hover_association,2,2,int,,,900,1,16, with ,689,185,,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.26666259765625,685.4333572387695,193.26666259765625,722.4500122070312,2,3,hover,99,99,0.79873891324273,0.7183334350585937,19,,,,,,,,,,,,,,,test,test
3544,raw_position_sample,2,2,int,,,900,1,17, their ,733,180,119355,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.26666259765625,722.4500122070312,183.26666259765625,762.4833526611328,2,4,,,,,,,,,,,,,,,,,,,,,test,test
3595,raw_position_sample,2,2,int,,,900,1,17, their ,759,176,119406,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.26666259765625,722.4500122070312,183.26666259765625,762.4833526611328,2,4,,,,,,,,,,,,,,,,,,,,,test,test
3604,hover_association,2,2,int,,,900,1,17, their ,724,181,,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.26666259765625,722.4500122070312,193.26666259765625,762.4833450317383,2,4,hover,84,84,0.9129888823648353,0.5683334350585938,19,,,,,,,,,,,,,,,test,test
