responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
328,raw_position_sample,2,1,ele,4,3,8,9,17, difficult ,477,156,186112,EmTest4,EmTest4,150.06666564941406,447.433349609375,170.06666564941406,508.15000915527344,2,2,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
341,hover_association,2,1,ele,4,3,8,9,17, difficult ,455,144,,EmTest4,EmTest4,140.06666564941406,447.433349609375,180.06666564941406,508.1500015258789,2,2,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,30,30,0.48696114586957717,0.3983333587646484,122,,,,,,,,,,,,,,,EmTest4,EmTest4
352,hover_association,2,1,ele,4,3,8,9,18, for ,517,178,,EmTest4,EmTest4,140.06666564941406,508.1500015258789,180.06666564941406,534.1666793823242,2,3,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,11,11,0.34016635494176345,0.9483333587646484,122,,,,,,,,,,,,,,,EmTest4,EmTest4
378,raw_position_sample,2,1,ele,4,3,8,9,30, al-Mamun. ,553,194,186162,EmTest4,EmTest4,190.06666564941406,508.5,210.06666564941406,598.5666656494141,3,2,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
429,raw_position_sample,2,1,ele,4,3,8,9,30, al-Mamun. ,566,198,186213,EmTest4,EmTest4,190.06666564941406,508.5,210.06666564941406,598.5666656494141,3,2,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
479,raw_position_sample,2,1,ele,4,3,8,9,30, al-Mamun. ,566,198,186263,EmTest4,EmTest4,190.06666564941406,508.5,210.06666564941406,598.5666656494141,3,2,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
519,hover_association,2,1,ele,4,3,8,9,30, al-Mamun. ,529,182,,EmTest4,EmTest4,180.06666564941406,508.50000762939453,220.06666564941406,598.5666580200195,3,2,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,165,165,0.6384160188174448,0.29833335876464845,122,,,,,,,,,,,,,,,EmTest4,EmTest4
530,raw_position_sample,2,1,ele,4,3,8,9,19, working ,562,179,186313,EmTest4,EmTest4,150.06666564941406,534.1666870117188,170.06666564941406,601.2166748046875,2,4,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
580,raw_position_sample,2,1,ele,4,3,8,9,19, working ,554,159,186364,EmTest4,EmTest4,150.06666564941406,534.1666870117188,170.06666564941406,601.2166748046875,2,4,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
630,raw_position_sample,2,1,ele,4,3,8,9,19, working ,537,148,186415,EmTest4,EmTest4,150.06666564941406,534.1666870117188,170.06666564941406,601.2166748046875,2,4,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
