responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
403,raw_position_sample,2,1,ele,17,2,2,3,-1,999,396,95,124849,EmTest4,EmTest4,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
453,raw_position_sample,2,1,ele,17,2,2,3,1, At ,412,101,124899,EmTest4,EmTest4,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,430.41668701171875,1,1,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
461,hover_association,2,1,ele,17,2,2,3,1, At ,412,101,,EmTest4,EmTest4,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,405.66668701171875,140.06666564941406,430.41668701171875,1,1,hover,50,50,0.2558914338699495,0.023333358764648437,55,,,,,,,,,,,,,,,EmTest4,EmTest4
503,raw_position_sample,2,1,ele,17,2,2,3,2, Noor ,473,120,124950,EmTest4,EmTest4,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,430.41668701171875,130.06666564941406,474.45001220703125,1,2,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
554,raw_position_sample,2,1,ele,17,2,2,3,2, Noor ,473,120,125000,EmTest4,EmTest4,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,430.41668701171875,130.06666564941406,474.45001220703125,1,2,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
590,hover_association,2,1,ele,17,2,2,3,2, Noor ,471,119,,EmTest4,EmTest4,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,430.41668701171875,140.06666564941406,474.45001220703125,1,2,hover,130,130,0.9897801902301224,0.49833335876464846,55,,,,,,,,,,,,,,,EmTest4,EmTest4
604,raw_position_sample,2,1,ele,17,2,2,3,3," 1, ",477,120,125051,EmTest4,EmTest4,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,474.45001220703125,130.06666564941406,494.4666748046875,1,3,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
640,hover_association,2,1,ele,17,2,2,3,3," 1, ",477,120,,EmTest4,EmTest4,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,474.45001220703125,140.06666564941406,494.4666748046875,1,3,hover,49,49,0.87676892725482,0.49833335876464846,55,,,,,,,,,,,,,,,EmTest4,EmTest4
654,raw_position_sample,2,1,ele,17,2,2,3,4, there ,499,120,125101,EmTest4,EmTest4,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,494.4666748046875,130.06666564941406,540.5166778564453,1,4,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
689,hover_association,2,1,ele,17,2,2,3,4, there ,499,120,,EmTest4,EmTest4,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,494.4666748046875,140.06666564941406,540.5166702270508,1,4,hover,50,50,0.7716249452232613,0.5483333587646484,55,,,,,,,,,,,,,,,EmTest4,EmTest4
705,raw_position_sample,2,1,ele,17,2,2,3,5, are ,546,124,125151,EmTest4,EmTest4,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,540.5166625976562,130.06666564941406,571.5500030517578,1,5,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
706,hover_association,2,1,ele,17,2,2,3,5, are ,546,124,,EmTest4,EmTest4,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,540.5166702270508,140.06666564941406,571.5499954223633,1,5,hover,17,17,0.1766916609302783,0.5983333587646484,55,,,,,,,,,,,,,,,EmTest4,EmTest4
755,raw_position_sample,2,1,ele,17,2,2,3,6," 500,000 ",617,130,125202,EmTest4,EmTest4,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,571.5499877929688,130.06666564941406,641.6499786376953,1,6,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
756,hover_association,2,1,ele,17,2,2,3,6," 500,000 ",575,128,,EmTest4,EmTest4,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,571.5499954223633,140.06666564941406,641.6500015258789,1,6,hover,50,50,0.6483594952976378,0.7483333587646485,55,,,,,,,,,,,,,,,EmTest4,EmTest4
806,raw_position_sample,2,1,ele,17,2,2,3,7, moon-shaped ,679,134,125252,EmTest4,EmTest4,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,641.6500244140625,130.06666564941406,756.7833709716797,1,7,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
