responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
1983,hover_association,2,2,int,,,900,1,2, coastal ,446,125,,EmTest4,EmTest4,100.06666564941406,444.45001220703125,140.06666564941406,506.50000762939453,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,266,266,0.97582582207808,0.4483333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2009,raw_position_sample,2,2,int,,,900,1,3, tram ,529,114,99413,EmTest4,EmTest4,110.06666564941406,506.5,130.06666564941406,547.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2033,hover_association,2,2,int,,,900,1,3, tram ,514,116,,EmTest4,EmTest4,100.06666564941406,506.50000762939453,140.06666564941406,547.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,50,50,0.7679805287627636,0.34833335876464844,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2059,raw_position_sample,2,2,int,,,900,1,4, arrived ,564,113,99463,EmTest4,EmTest4,110.06666564941406,547.5166625976562,130.06666564941406,607.5666656494141,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2110,raw_position_sample,2,2,int,,,900,1,4, arrived ,598,118,99514,EmTest4,EmTest4,110.06666564941406,547.5166625976562,130.06666564941406,607.5666656494141,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2117,hover_association,2,2,int,,,900,1,4, arrived ,549,114,,EmTest4,EmTest4,100.06666564941406,547.5166625976562,140.06666564941406,607.5666580200195,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,83,83,0.8406884471392182,0.4483333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2150,hover_association,2,2,int,,,900,1,5, at ,610,119,,EmTest4,EmTest4,100.06666564941406,607.5666580200195,140.06666564941406,627.5833129882812,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34,34,0.7210666319055749,0.5233333587646485,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2159,raw_position_sample,2,2,int,,,900,1,6, the ,638,122,99564,EmTest4,EmTest4,110.06666564941406,627.5833129882812,130.06666564941406,657.6166534423828,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2200,hover_association,2,2,int,,,900,1,6, the ,638,122,,EmTest4,EmTest4,100.06666564941406,627.5833129882812,140.06666564941406,657.6166763305664,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,49,49,0.9794669573454611,0.6233333587646485,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2210,raw_position_sample,2,2,int,,,900,1,7, station ,661,125,99614,EmTest4,EmTest4,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2260,raw_position_sample,2,2,int,,,900,1,7, station ,671,126,99664,EmTest4,EmTest4,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2311,raw_position_sample,2,2,int,,,900,1,7, station ,678,126,99714,EmTest4,EmTest4,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2362,raw_position_sample,2,2,int,,,900,1,7, station ,678,126,99765,EmTest4,EmTest4,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2412,raw_position_sample,2,2,int,,,900,1,7, station ,678,126,99816,EmTest4,EmTest4,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2462,raw_position_sample,2,2,int,,,900,1,7, station ,678,126,99867,EmTest4,EmTest4,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2513,raw_position_sample,2,2,int,,,900,1,7, station ,678,126,99917,EmTest4,EmTest4,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2564,raw_position_sample,2,2,int,,,900,1,7, station ,712,118,99967,EmTest4,EmTest4,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2566,hover_association,2,2,int,,,900,1,7, station ,661,125,,EmTest4,EmTest4,100.06666564941406,657.6166763305664,140.06666564941406,715.6666946411133,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,367,367,0.9368355988882248,0.4483333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2583,hover_association,2,2,int,,,900,1,8, two ,738,114,,EmTest4,EmTest4,100.06666564941406,715.6666946411133,140.06666564941406,748.683349609375,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.6764254398380242,0.34833335876464844,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2614,raw_position_sample,2,2,int,,,900,1,9, minutes ,769,108,100018,EmTest4,EmTest4,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2664,raw_position_sample,2,2,int,,,900,1,9, minutes ,773,108,100068,EmTest4,EmTest4,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2715,raw_position_sample,2,2,int,,,900,1,9, minutes ,792,106,100119,EmTest4,EmTest4,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2765,raw_position_sample,2,2,int,,,900,1,9, minutes ,805,105,100169,EmTest4,EmTest4,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2815,raw_position_sample,2,2,int,,,900,1,9, minutes ,806,105,100219,EmTest4,EmTest4,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2850,hover_association,2,2,int,,,900,1,9, minutes ,756,110,,EmTest4,EmTest4,100.06666564941406,748.683349609375,140.06666564941406,816.7333450317383,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,267,267,0.8863578904930114,0.12333335876464843,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2865,raw_position_sample,2,2,int,,,900,1,10, early. ,817,105,100269,EmTest4,EmTest4,110.06666564941406,816.7333374023438,130.06666564941406,864.4333343505859,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2918,raw_position_sample,2,2,int,,,900,1,10, early. ,850,107,100322,EmTest4,EmTest4,110.06666564941406,816.7333374023438,130.06666564941406,864.4333343505859,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2968,raw_position_sample,2,2,int,,,900,1,10, early. ,855,109,100373,EmTest4,EmTest4,110.06666564941406,816.7333374023438,130.06666564941406,864.4333343505859,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2999,hover_association,2,2,int,,,900,1,10, early. ,817,105,,EmTest4,EmTest4,100.06666564941406,816.7333450317383,140.06666564941406,864.4333419799805,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,150,150,0.9070578141799264,0.22333335876464844,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3019,raw_position_sample,2,2,int,,,900,1,11, Commuters ,876,110,100424,EmTest4,EmTest4,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3070,raw_position_sample,2,2,int,,,900,1,11, Commuters ,881,111,100474,EmTest4,EmTest4,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3120,raw_position_sample,2,2,int,,,900,1,11, Commuters ,893,112,100523,EmTest4,EmTest4,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3170,raw_position_sample,2,2,int,,,900,1,11, Commuters ,912,114,100575,EmTest4,EmTest4,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3221,raw_position_sample,2,2,int,,,900,1,11, Commuters ,933,118,100625,EmTest4,EmTest4,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3271,raw_position_sample,2,2,int,,,900,1,11, Commuters ,951,121,100675,EmTest4,EmTest4,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3300,hover_association,2,2,int,,,900,1,11, Commuters ,866,110,,EmTest4,EmTest4,100.06666564941406,864.4333419799805,140.06666564941406,962.4833450317383,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,300,300,0.9542749118592924,0.5483333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3322,raw_position_sample,2,2,int,,,900,1,12, stepped ,974,122,100725,EmTest4,EmTest4,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3373,raw_position_sample,2,2,int,,,900,1,12, stepped ,1005,121,100776,EmTest4,EmTest4,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3422,raw_position_sample,2,2,int,,,900,1,12, stepped ,1019,122,100827,EmTest4,EmTest4,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3473,raw_position_sample,2,2,int,,,900,1,12, stepped ,1020,122,100877,EmTest4,EmTest4,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3523,raw_position_sample,2,2,int,,,900,1,12, stepped ,1026,122,100928,EmTest4,EmTest4,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3575,raw_position_sample,2,2,int,,,900,1,12, stepped ,1028,122,100978,EmTest4,EmTest4,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3625,raw_position_sample,2,2,int,,,900,1,12, stepped ,1028,122,101028,EmTest4,EmTest4,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3675,raw_position_sample,2,2,int,,,900,1,12, stepped ,980,138,101079,EmTest4,EmTest4,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3683,hover_association,2,2,int,,,900,1,12, stepped ,966,122,,EmTest4,EmTest4,100.06666564941406,962.4833450317383,140.06666564941406,1031.5666580200195,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,384,384,0.2535584095573573,0.9483333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3717,hover_association,2,2,int,,,900,1,11, Commuters ,946,139,,EmTest4,EmTest4,100.06666564941406,864.4333419799805,140.06666564941406,962.4833450317383,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34,34,0.21995570982935211,0.7483333587646485,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3726,raw_position_sample,2,2,int,,,900,1,10, early. ,837,121,101130,EmTest4,EmTest4,110.06666564941406,816.7333374023438,130.06666564941406,864.4333343505859,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3733,hover_association,2,2,int,,,900,1,10, early. ,837,121,,EmTest4,EmTest4,100.06666564941406,816.7333450317383,140.06666564941406,864.4333419799805,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.4248774898298725,0.5233333587646485,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3750,hover_association,2,2,int,,,900,1,9, minutes ,778,118,,EmTest4,EmTest4,100.06666564941406,748.683349609375,140.06666564941406,816.7333450317383,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.4308104682251112,0.4483333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3777,raw_position_sample,2,2,int,,,900,1,8, two ,722,125,101181,EmTest4,EmTest4,110.06666564941406,715.6666870117188,130.06666564941406,748.683349609375,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3783,hover_association,2,2,int,,,900,1,8, two ,745,121,,EmTest4,EmTest4,100.06666564941406,715.6666946411133,140.06666564941406,748.683349609375,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33,33,0.19182153264692636,0.6233333587646485,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3816,hover_association,2,2,int,,,900,1,7, station ,694,132,,EmTest4,EmTest4,100.06666564941406,657.6166763305664,140.06666564941406,715.6666946411133,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33,33,0.2822277089007735,0.8733333587646485,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3827,raw_position_sample,2,2,int,,,900,1,6, the ,654,138,101231,EmTest4,EmTest4,110.06666564941406,627.5833129882812,130.06666564941406,657.6166534423828,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3833,hover_association,2,2,int,,,900,1,6, the ,654,138,,EmTest4,EmTest4,100.06666564941406,627.5833129882812,140.06666564941406,657.6166763305664,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.8795780449446251,0.9483333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3866,hover_association,2,2,int,,,900,1,5, at ,625,138,,EmTest4,EmTest4,100.06666564941406,607.5666580200195,140.06666564941406,627.5833129882812,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34,34,0.0716074679936866,0.8983333587646485,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3877,raw_position_sample,2,2,int,,,900,1,4, arrived ,592,130,101281,EmTest4,EmTest4,110.06666564941406,547.5166625976562,130.06666564941406,607.5666656494141,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3916,hover_association,2,2,int,,,900,1,4, arrived ,592,130,,EmTest4,EmTest4,100.06666564941406,547.5166625976562,140.06666564941406,607.5666580200195,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,50,50,0.10796566022600035,0.4483333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3927,raw_position_sample,2,2,int,,,900,1,3, tram ,532,117,101332,EmTest4,EmTest4,110.06666564941406,506.5,130.06666564941406,547.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3978,raw_position_sample,2,2,int,,,900,1,3, tram ,507,125,101382,EmTest4,EmTest4,110.06666564941406,506.5,130.06666564941406,547.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3983,hover_association,2,2,int,,,900,1,3, tram ,532,117,,EmTest4,EmTest4,100.06666564941406,506.50000762939453,140.06666564941406,547.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,67,67,0.012189984068480424,0.6233333587646485,19,,,,,,,,,,,,,,,EmTest4,EmTest4
4016,hover_association,2,2,int,,,900,1,2, coastal ,502,130,,EmTest4,EmTest4,100.06666564941406,444.45001220703125,140.06666564941406,506.50000762939453,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33,33,0.7663173457033227,0.8733333587646485,19,,,,,,,,,,,,,,,EmTest4,EmTest4
4029,raw_position_sample,2,2,int,,,900,1,16, with ,478,146,101433,EmTest4,EmTest4,150.06666564941406,468.48333740234375,170.06666564941406,505.5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
4050,hover_association,2,2,int,,,900,1,16, with ,478,146,,EmTest4,EmTest4,140.06666564941406,468.4833450317383,180.06666564941406,505.5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34,34,0.04097223181192647,0.24833335876464843,19,,,,,,,,,,,,,,,EmTest4,EmTest4
4079,raw_position_sample,2,2,int,,,900,1,15, fog ,454,165,101483,EmTest4,EmTest4,150.06666564941406,438.45001220703125,170.06666564941406,468.4833526611328,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
4116,hover_association,2,2,int,,,900,1,15, fog ,460,159,,EmTest4,EmTest4,140.06666564941406,438.45001220703125,180.06666564941406,468.4833450317383,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,66,66,0.11820159333260342,0.7983333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
4129,raw_position_sample,2,2,int,,,900,1,14, the ,438,175,101533,EmTest4,EmTest4,150.06666564941406,408.41668701171875,170.06666564941406,438.45001220703125,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
4166,hover_association,2,2,int,,,900,1,14, the ,438,175,,EmTest4,EmTest4,140.06666564941406,408.41668701171875,180.06666564941406,438.45001220703125,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,50,50,0.5854600805582991,0.9983333587646485,19,,,,,,,,,,,,,,,EmTest4,EmTest4
4180,raw_position_sample,2,2,int,,,900,1,-1,999,423,182,101584,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
4230,raw_position_sample,2,2,int,,,900,1,-1,999,421,182,101634,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
4281,raw_position_sample,2,2,int,,,900,1,-1,999,421,182,101685,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
4331,raw_position_sample,2,2,int,,,900,1,-1,999,442,183,101735,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
4381,raw_position_sample,2,2,int,,,900,1,-1,999,501,181,101785,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
4416,hover_association,2,2,int,,,900,1,17, their ,530,176,,EmTest4,EmTest4,140.06666564941406,505.5,180.06666564941406,545.533332824707,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33,33,0.9866777810620384,0.8483333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
