responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
395,raw_position_sample,2,1,ele,4,4,9,10,-1,999,382,105,200111,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
445,raw_position_sample,2,1,ele,4,4,9,10,1, In ,407,128,200161,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,428.433349609375,1,1,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
495,raw_position_sample,2,1,ele,4,4,9,10,1, In ,408,129,200211,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,428.433349609375,1,1,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
546,raw_position_sample,2,1,ele,4,4,9,10,1, In ,408,129,200262,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,428.433349609375,1,1,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
596,raw_position_sample,2,1,ele,4,4,9,10,1, In ,410,127,200312,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,428.433349609375,1,1,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
635,hover_association,2,1,ele,4,4,9,10,1, In ,407,128,,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,405.9146041870117,140.06666564941406,428.433349609375,1,1,hover,199,199,0.7587188137053514,0.5483333587646484,78,,,,,,,,,,,,,,,EmTest4,EmTest4
646,raw_position_sample,2,1,ele,4,4,9,10,2," 2015, ",446,120,200363,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,428.433349609375,130.06666564941406,478.50001525878906,1,2,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
669,hover_association,2,1,ele,4,4,9,10,2," 2015, ",446,120,,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,428.433349609375,140.06666564941406,478.50000762939453,1,2,hover,33,33,0.7103859493957717,0.4483333587646484,78,,,,,,,,,,,,,,,EmTest4,EmTest4
697,raw_position_sample,2,1,ele,4,4,9,10,3, SOHAY ,499,119,200413,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,478.5,130.06666564941406,545.1666717529297,1,3,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
736,hover_association,2,1,ele,4,4,9,10,3, SOHAY ,481,118,,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,478.50000762939453,140.06666564941406,545.1666793823242,1,3,hover,68,68,0.697499832344068,0.5483333587646484,78,,,,,,,,,,,,,,,EmTest4,EmTest4
748,raw_position_sample,2,1,ele,4,4,9,10,4, helped ,550,129,200464,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,545.1666870117188,130.06666564941406,604.2500152587891,1,4,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
798,raw_position_sample,2,1,ele,4,4,9,10,4, helped ,589,139,200514,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,545.1666870117188,130.06666564941406,604.2500152587891,1,4,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
819,hover_association,2,1,ele,4,4,9,10,4, helped ,550,129,,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,545.1666793823242,140.06666564941406,604.2500076293945,1,4,hover,83,83,0.8265160759642415,0.9983333587646485,78,,,,,,,,,,,,,,,EmTest4,EmTest4
849,raw_position_sample,2,1,ele,4,4,9,10,18, who ,605,142,200564,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,586.5833129882812,170.06666564941406,624.6166534423828,2,5,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
899,raw_position_sample,2,1,ele,4,4,9,10,18, who ,609,143,200615,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,586.5833129882812,170.06666564941406,624.6166534423828,2,5,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
949,raw_position_sample,2,1,ele,4,4,9,10,18, who ,609,143,200665,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,586.5833129882812,170.06666564941406,624.6166534423828,2,5,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1000,raw_position_sample,2,1,ele,4,4,9,10,18, who ,609,143,200716,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,586.5833129882812,170.06666564941406,624.6166534423828,2,5,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1050,raw_position_sample,2,1,ele,4,4,9,10,18, who ,609,143,200766,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,586.5833129882812,170.06666564941406,624.6166534423828,2,5,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1075,hover_association,2,1,ele,4,4,9,10,18, who ,600,142,,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,586.5833129882812,180.06666564941406,624.6166763305664,2,5,hover,256,256,0.5893953371932289,0.07333335876464844,78,,,,,,,,,,,,,,,EmTest4,EmTest4
1086,hover_association,2,1,ele,4,4,9,10,19, would ,651,142,,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,624.6166763305664,180.06666564941406,676.6666946411133,2,6,hover,11,11,0.5068840420386087,0.048333358764648435,78,,,,,,,,,,,,,,,EmTest4,EmTest4
1101,raw_position_sample,2,1,ele,4,4,9,10,6, children ,667,140,200817,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,654.316650390625,130.06666564941406,722.3833160400391,1,6,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1119,hover_association,2,1,ele,4,4,9,10,6, children ,667,140,,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,654.3166580200195,140.06666564941406,722.3833084106445,1,6,hover,32,32,0.9943686312100746,0.8983333587646485,78,,,,,,,,,,,,,,,EmTest4,EmTest4
1151,raw_position_sample,2,1,ele,4,4,9,10,8, leave ,787,128,200866,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,742.4000244140625,130.06666564941406,790.4500274658203,1,8,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1152,hover_association,2,1,ele,4,4,9,10,8, leave ,752,131,,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,742.3999938964844,140.06666564941406,790.4500198364258,1,8,hover,33,33,0.9281994178163812,0.6983333587646484,78,,,,,,,,,,,,,,,EmTest4,EmTest4
