responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
382,raw_position_sample,2,1,ele,1,3,12,13,1, The ,415,102,227999,EmTest4,EmTest4,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
433,raw_position_sample,2,1,ele,1,3,12,13,1, The ,426,105,228049,EmTest4,EmTest4,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
469,hover_association,2,1,ele,1,3,12,13,1, The ,415,102,,EmTest4,EmTest4,100.06666564941406,404.8133544921875,140.06666564941406,444.45001220703125,1,1,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,96,96,0.8372715415756221,0.12333335876464843,82,,,,,,,,,,,,,,,EmTest4,EmTest4
482,raw_position_sample,2,1,ele,1,3,12,13,2, brown ,448,104,228099,EmTest4,EmTest4,110.06666564941406,444.45001220703125,130.06666564941406,498.50001525878906,1,2,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
532,raw_position_sample,2,1,ele,1,3,12,13,2, brown ,481,101,228150,EmTest4,EmTest4,110.06666564941406,444.45001220703125,130.06666564941406,498.50001525878906,1,2,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
551,hover_association,2,1,ele,1,3,12,13,2, brown ,448,104,,EmTest4,EmTest4,100.06666564941406,444.45001220703125,140.06666564941406,498.50000762939453,1,2,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,82,82,0.8982422184050937,0.048333358764648435,82,,,,,,,,,,,,,,,EmTest4,EmTest4
584,raw_position_sample,2,1,ele,1,3,12,13,3, beer ,511,109,228200,EmTest4,EmTest4,110.06666564941406,498.5,130.06666564941406,539.5500030517578,1,3,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
634,raw_position_sample,2,1,ele,1,3,12,13,3, beer ,528,118,228251,EmTest4,EmTest4,110.06666564941406,498.5,130.06666564941406,539.5500030517578,1,3,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
684,raw_position_sample,2,1,ele,1,3,12,13,3, beer ,528,118,228301,EmTest4,EmTest4,110.06666564941406,498.5,130.06666564941406,539.5500030517578,1,3,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
734,raw_position_sample,2,1,ele,1,3,12,13,3, beer ,528,118,228352,EmTest4,EmTest4,110.06666564941406,498.5,130.06666564941406,539.5500030517578,1,3,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
