responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,ProlificId,ProlificID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
3584,raw_position_sample,2,2,int,,,900,1,-1,,406,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89547.39999997616,,,,,,,,,,,,,,
3632,raw_position_sample,2,2,int,,,900,1,1, The ,404,129,,,,,,,,,,,112.4625015258789,382.6125183105469,132.4625015258789,418.6375198364258,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89595.80000001192,,,,,,,,,,,,,,
3681,raw_position_sample,2,2,int,,,900,1,1, The ,404,129,,,,,,,,,,,112.4625015258789,382.6125183105469,132.4625015258789,418.6375198364258,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89644.10000002384,,,,,,,,,,,,,,
3732,raw_position_sample,2,2,int,,,900,1,1, The ,400,128,,,,,,,,,,,112.4625015258789,382.6125183105469,132.4625015258789,418.6375198364258,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89695.60000002384,,,,,,,,,,,,,,
3766,hover_association,2,2,int,,,900,1,1, The ,404,129,hover,166.79999995231628,166.79999995231628,0.32780222174757684,0.4134374783635181,19,,,,,102.46249771118164,379.010018157959,142.46250534057617,418.6375160217285,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3784,hover_association,2,2,int,,,900,1,1, The ,386,112,hover,1.699999988079071,1.699999988079071,0.1763922079075242,0.23843751174211278,19,,,,,102.46249771118164,379.010018157959,142.46250534057617,418.6375160217285,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,raw_position_sample,2,2,int,,,900,1,-1,,386,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89748.69999998808,,,,,,,,,,,,,,
3801,hover_association,2,2,int,,,900,1,1, The ,385,112,hover,1.399999976158142,1.399999976158142,0.15115720560084875,0.23843751174211278,19,,,,,102.46249771118164,379.010018157959,142.46250534057617,418.6375160217285,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3817,hover_association,2,2,int,,,900,1,1, The ,385,111,hover,1.199999988079071,1.199999988079071,0.15115720560084875,0.21343751651048345,19,,,,,102.46249771118164,379.010018157959,142.46250534057617,418.6375160217285,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,raw_position_sample,2,2,int,,,900,1,-1,,385,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89800.5,,,,,,,,,,,,,,
3881,raw_position_sample,2,2,int,,,900,1,-1,,385,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89845,,,,,,,,,,,,,,
3924,hover_association,2,2,int,,,900,1,1, The ,386,112,hover,1.5,1.5,0.1763922079075242,0.23843751174211278,19,,,,,102.46249771118164,379.010018157959,142.46250534057617,418.6375160217285,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,hover_association,2,2,int,,,900,1,1, The ,387,112,hover,1,1,0.20162721021419963,0.23843751174211278,19,,,,,102.46249771118164,379.010018157959,142.46250534057617,418.6375160217285,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,raw_position_sample,2,2,int,,,900,1,-1,,387,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89897.5,,,,,,,,,,,,,,
3983,hover_association,2,2,int,,,900,1,1, The ,394,114,hover,33.39999997615814,33.39999997615814,0.7567972609610594,0.3384374926686301,19,,,,,102.46249771118164,379.010018157959,142.46250534057617,418.6375160217285,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3984,raw_position_sample,2,2,int,,,900,1,2, coastal ,421,116,,,,,,,,,,,112.4625015258789,418.63751220703125,132.4625015258789,480.6750144958496,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89947.60000002384,,,,,,,,,,,,,,
4034,raw_position_sample,2,2,int,,,900,1,2, coastal ,465,116,,,,,,,,,,,112.4625015258789,418.63751220703125,132.4625015258789,480.6750144958496,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89997.30000001192,,,,,,,,,,,,,,
4050,hover_association,2,2,int,,,900,1,2, coastal ,421,116,hover,67.5,67.5,0.9246420894708607,0.26343750697374213,19,,,,,102.46249771118164,418.6375160217285,142.46250534057617,480.67501640319824,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4067,hover_association,2,2,int,,,900,1,3, tram ,491,109,hover,1.9000000357627869,1.9000000357627869,0.25175215667044515,0.1634375260472248,19,,,,,102.46249771118164,480.67501640319824,142.46250534057617,521.6875095367432,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4084,hover_association,2,2,int,,,900,1,3, tram ,496,108,hover,1.600000023841858,1.600000023841858,0.373666227676053,0.13843753081559548,19,,,,,102.46249771118164,480.67501640319824,142.46250534057617,521.6875095367432,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4084,raw_position_sample,2,2,int,,,900,1,-1,,496,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90047.89999997616,,,,,,,,,,,,,,
4100,hover_association,2,2,int,,,900,1,3, tram ,499,108,hover,1.2999999523162842,1.2999999523162842,0.44681467027941774,0.13843753081559548,19,,,,,102.46249771118164,480.67501640319824,142.46250534057617,521.6875095367432,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4117,hover_association,2,2,int,,,900,1,3, tram ,500,108,hover,1.5,1.5,0.4711974844805393,0.13843753081559548,19,,,,,102.46249771118164,480.67501640319824,142.46250534057617,521.6875095367432,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132,raw_position_sample,2,2,int,,,900,1,-1,,500,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90095.5,,,,,,,,,,,,,,
4181,raw_position_sample,2,2,int,,,900,1,-1,,500,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90144.39999997616,,,,,,,,,,,,,,
4233,raw_position_sample,2,2,int,,,900,1,-1,,500,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90196.10000002384,,,,,,,,,,,,,,
4295,raw_position_sample,2,2,int,,,900,1,-1,,500,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90258.69999998808,,,,,,,,,,,,,,
4339,raw_position_sample,2,2,int,,,900,1,-1,,500,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90302.89999997616,,,,,,,,,,,,,,
4355,hover_association,2,2,int,,,900,1,3, tram ,508,108,hover,0.800000011920929,0.800000011920929,0.6662599980895119,0.13843753081559548,19,,,,,102.46249771118164,480.67501640319824,142.46250534057617,521.6875095367432,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4368,hover_association,2,2,int,,,900,1,4, arrived ,540,108,hover,1.600000023841858,1.600000023841858,0.3050810398308073,0.13843753081559548,19,,,,,102.46249771118164,521.6875095367432,142.46250534057617,581.7125129699707,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4379,raw_position_sample,2,2,int,,,900,1,-1,,540,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90343,,,,,,,,,,,,,,
4384,hover_association,2,2,int,,,900,1,4, arrived ,565,112,hover,1.100000023841858,1.100000023841858,0.7215741438721968,0.23843751174211278,19,,,,,102.46249771118164,521.6875095367432,142.46250534057617,581.7125129699707,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4416,hover_association,2,2,int,,,900,1,5, at ,587,120,hover,16,16,0.2640443891855533,0.4384374735951474,19,,,,,102.46249771118164,581.7125129699707,142.46250534057617,601.7375059127808,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417,hover_association,2,2,int,,,900,1,6, the ,606,132,hover,1.199999988079071,1.199999988079071,0.1419648610725724,0.7384374163746993,19,,,,,102.46249771118164,601.7375059127808,142.46250534057617,631.7624998092651,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,hover_association,2,2,int,,,900,1,6, the ,608,134,hover,1.300000011920929,1.300000011920929,0.2085760319822251,0.7884374068379579,19,,,,,102.46249771118164,601.7375059127808,142.46250534057617,631.7624998092651,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4435,raw_position_sample,2,2,int,,,900,1,-1,,608,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90398.10000002384,,,,,,,,,,,,,,
4451,hover_association,2,2,int,,,900,1,6, the ,612,138,hover,1.5,1.5,0.3417983738015305,0.8884373877644753,19,,,,,102.46249771118164,601.7375059127808,142.46250534057617,631.7624998092651,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467,hover_association,2,2,int,,,900,1,6, the ,613,138,hover,1.5,1.5,0.37510395925635687,0.8884373877644753,19,,,,,102.46249771118164,601.7375059127808,142.46250534057617,631.7624998092651,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4485,hover_association,2,2,int,,,900,1,6, the ,613,139,hover,2.100000023841858,2.100000023841858,0.37510395925635687,0.9134373829961047,19,,,,,102.46249771118164,601.7375059127808,142.46250534057617,631.7624998092651,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4486,raw_position_sample,2,2,int,,,900,1,-1,,613,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90449.30000001192,,,,,,,,,,,,,,
4531,raw_position_sample,2,2,int,,,900,1,-1,,613,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90494.19999998808,,,,,,,,,,,,,,
4566,hover_association,2,2,int,,,900,1,6, the ,614,139,hover,1.100000023841858,1.100000023841858,0.4084095447111832,0.9134373829961047,19,,,,,102.46249771118164,601.7375059127808,142.46250534057617,631.7624998092651,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581,raw_position_sample,2,2,int,,,900,1,-1,,614,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90544.10000002384,,,,,,,,,,,,,,
4617,hover_association,2,2,int,,,900,1,6, the ,617,136,hover,1.5,1.5,0.5083263010756622,0.8384373973012167,19,,,,,102.46249771118164,601.7375059127808,142.46250534057617,631.7624998092651,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4631,raw_position_sample,2,2,int,,,900,1,-1,,617,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90595,,,,,,,,,,,,,,
4649,hover_association,2,2,int,,,900,1,6, the ,623,130,hover,16.900000035762787,16.900000035762787,0.7081598138046203,0.6884374259114406,19,,,,,102.46249771118164,601.7375059127808,142.46250534057617,631.7624998092651,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4680,raw_position_sample,2,2,int,,,900,1,7, station ,638,116,,,,,,,,,,,112.4625015258789,631.7625122070312,132.4625015258789,689.8000144958496,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90643,,,,,,,,,,,,,,
4699,hover_association,2,2,int,,,900,1,7, station ,632,121,hover,49.80000001192093,49.80000001192093,0.1419340943567935,0.3134374974370008,19,,,,,102.46249771118164,631.7624998092651,142.46250534057617,689.8000011444092,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4732,raw_position_sample,2,2,int,,,900,1,-1,,640,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90695.89999997616,,,,,,,,,,,,,,
4750,hover_association,2,2,int,,,900,1,7, station ,641,113,hover,1.100000023841858,1.100000023841858,0.1591643330299815,0.26343750697374213,19,,,,,102.46249771118164,631.7624998092651,142.46250534057617,689.8000011444092,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,hover_association,2,2,int,,,900,1,7, station ,644,112,hover,1.199999988079071,1.199999988079071,0.21085504904954555,0.23843751174211278,19,,,,,102.46249771118164,631.7624998092651,142.46250534057617,689.8000011444092,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4784,hover_association,2,2,int,,,900,1,7, station ,648,112,hover,1.2000000476837158,1.2000000476837158,0.2797760037422976,0.23843751174211278,19,,,,,102.46249771118164,631.7624998092651,142.46250534057617,689.8000011444092,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,raw_position_sample,2,2,int,,,900,1,-1,,648,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90748.19999998808,,,,,,,,,,,,,,
4804,hover_association,2,2,int,,,900,1,7, station ,656,110,hover,0.8999999761581421,0.8999999761581421,0.4176179131278018,0.18843752127885413,19,,,,,102.46249771118164,631.7624998092651,142.46250534057617,689.8000011444092,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4817,hover_association,2,2,int,,,900,1,7, station ,660,109,hover,1.300000011920929,1.300000011920929,0.48653886782055383,0.1634375260472248,19,,,,,102.46249771118164,631.7624998092651,142.46250534057617,689.8000011444092,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4833,hover_association,2,2,int,,,900,1,7, station ,664,109,hover,1.0999999642372131,1.0999999642372131,0.5554598225133058,0.1634375260472248,19,,,,,102.46249771118164,631.7624998092651,142.46250534057617,689.8000011444092,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4835,raw_position_sample,2,2,int,,,900,1,-1,,664,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90798.19999998808,,,,,,,,,,,,,,
4850,hover_association,2,2,int,,,900,1,7, station ,672,109,hover,0.8999999761581421,0.8999999761581421,0.6933017318988101,0.1634375260472248,19,,,,,102.46249771118164,631.7624998092651,142.46250534057617,689.8000011444092,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4866,hover_association,2,2,int,,,900,1,7, station ,678,109,hover,0.9000000357627869,0.9000000357627869,0.7966831639379381,0.1634375260472248,19,,,,,102.46249771118164,631.7624998092651,142.46250534057617,689.8000011444092,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4883,hover_association,2,2,int,,,900,1,7, station ,683,110,hover,1,1,0.8828343573038782,0.18843752127885413,19,,,,,102.46249771118164,631.7624998092651,142.46250534057617,689.8000011444092,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4883,raw_position_sample,2,2,int,,,900,1,-1,,683,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90846.5,,,,,,,,,,,,,,
4899,hover_association,2,2,int,,,900,1,8, two ,691,110,hover,0.6000000238418579,0.6000000238418579,0.036349840369113706,0.18843752127885413,19,,,,,102.46249771118164,689.8000011444092,142.46250534057617,722.8124942779541,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4917,hover_association,2,2,int,,,900,1,8, two ,696,111,hover,1.2000000476837158,1.2000000476837158,0.1878076530151801,0.21343751651048345,19,,,,,102.46249771118164,689.8000011444092,142.46250534057617,722.8124942779541,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4937,hover_association,2,2,int,,,900,1,8, two ,709,112,hover,1,1,0.5815979658949527,0.23843751174211278,19,,,,,102.46249771118164,689.8000011444092,142.46250534057617,722.8124942779541,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4937,raw_position_sample,2,2,int,,,900,1,-1,,709,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90901,,,,,,,,,,,,,,
4950,hover_association,2,2,int,,,900,1,8, two ,716,112,hover,1.100000023841858,1.100000023841858,0.7936389035994457,0.23843751174211278,19,,,,,102.46249771118164,689.8000011444092,142.46250534057617,722.8124942779541,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4967,hover_association,2,2,int,,,900,1,9, minutes ,734,113,hover,1.300000011920929,1.300000011920929,0.16443140761762334,0.26343750697374213,19,,,,,102.46249771118164,722.8124942779541,142.46250534057617,790.8500175476074,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4982,raw_position_sample,2,2,int,,,900,1,-1,,734,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90945.19999998808,,,,,,,,,,,,,,
5034,raw_position_sample,2,2,int,,,900,1,9, minutes ,787,115,,,,,,,,,,,112.4625015258789,722.8125,132.4625015258789,790.8499984741211,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90997.10000002384,,,,,,,,,,,,,,
5049,hover_association,2,2,int,,,900,1,9, minutes ,745,114,hover,66.39999997615814,66.39999997615814,0.94341332014176,0.3134374974370008,19,,,,,102.46249771118164,722.8124942779541,142.46250534057617,790.8500175476074,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5066,hover_association,2,2,int,,,900,1,10, early. ,800,115,hover,17.899999976158142,17.899999976158142,0.548361142715257,0.26343750697374213,19,,,,,102.46249771118164,790.8500175476074,142.46250534057617,838.5375366210938,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5080,raw_position_sample,2,2,int,,,900,1,-1,,817,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91043.19999998808,,,,,,,,,,,,,,
5084,hover_association,2,2,int,,,900,1,10, early. ,828,112,hover,1.5,1.5,0.7790294646099027,0.23843751174211278,19,,,,,102.46249771118164,790.8500175476074,142.46250534057617,838.5375366210938,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5099,hover_association,2,2,int,,,900,1,11, Commuters ,840,109,hover,1,1,0.014919292432584918,0.1634375260472248,19,,,,,102.46249771118164,838.5375366210938,142.46250534057617,936.5625190734863,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5117,hover_association,2,2,int,,,900,1,11, Commuters ,847,108,hover,1.4000000357627869,1.4000000357627869,0.08632965971726833,0.13843753081559548,19,,,,,102.46249771118164,838.5375366210938,142.46250534057617,936.5625190734863,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133,hover_association,2,2,int,,,900,1,11, Commuters ,856,108,hover,1.199999988079071,1.199999988079071,0.17814298908328985,0.13843753081559548,19,,,,,102.46249771118164,838.5375366210938,142.46250534057617,936.5625190734863,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5134,raw_position_sample,2,2,int,,,900,1,-1,,856,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91097.19999998808,,,,,,,,,,,,,,
5150,hover_association,2,2,int,,,900,1,11, Commuters ,864,105,hover,1.4000000357627869,1.4000000357627869,0.2597548374086423,0.06343754512070748,19,,,,,102.46249771118164,838.5375366210938,142.46250534057617,936.5625190734863,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5167,hover_association,2,2,int,,,900,1,11, Commuters ,874,104,hover,1.4000000357627869,1.4000000357627869,0.3617696478153329,0.03843754988907816,19,,,,,102.46249771118164,838.5375366210938,142.46250534057617,936.5625190734863,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5179,raw_position_sample,2,2,int,,,900,1,-1,,874,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91142.69999998808,,,,,,,,,,,,,,
5187,hover_association,2,2,int,,,900,1,11, Commuters ,880,104,hover,0.699999988079071,0.699999988079071,0.42297853405934727,0.03843754988907816,19,,,,,102.46249771118164,838.5375366210938,142.46250534057617,936.5625190734863,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,hover_association,2,2,int,,,900,1,11, Commuters ,883,104,hover,1.100000023841858,1.100000023841858,0.45358297718135443,0.03843754988907816,19,,,,,102.46249771118164,838.5375366210938,142.46250534057617,936.5625190734863,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5217,hover_association,2,2,int,,,900,1,11, Commuters ,889,105,hover,1.199999988079071,1.199999988079071,0.5147918634253688,0.06343754512070748,19,,,,,102.46249771118164,838.5375366210938,142.46250534057617,936.5625190734863,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5234,hover_association,2,2,int,,,900,1,11, Commuters ,894,107,hover,1.5999999642372131,1.5999999642372131,0.5657992686287141,0.11343753558396615,19,,,,,102.46249771118164,838.5375366210938,142.46250534057617,936.5625190734863,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5235,raw_position_sample,2,2,int,,,900,1,-1,,894,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91198.30000001192,,,,,,,,,,,,,,
5251,hover_association,2,2,int,,,900,1,11, Commuters ,900,108,hover,2,2,0.6270081548727284,0.13843753081559548,19,,,,,102.46249771118164,838.5375366210938,142.46250534057617,936.5625190734863,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5266,hover_association,2,2,int,,,900,1,11, Commuters ,907,108,hover,1.199999988079071,1.199999988079071,0.6984185221574118,0.13843753081559548,19,,,,,102.46249771118164,838.5375366210938,142.46250534057617,936.5625190734863,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5281,raw_position_sample,2,2,int,,,900,1,-1,,907,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91244.69999998808,,,,,,,,,,,,,,
5283,hover_association,2,2,int,,,900,1,11, Commuters ,916,109,hover,0.6000000238418579,0.6000000238418579,0.7902318515234333,0.1634375260472248,19,,,,,102.46249771118164,838.5375366210938,142.46250534057617,936.5625190734863,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5299,hover_association,2,2,int,,,900,1,11, Commuters ,924,109,hover,1,1,0.8718436998487858,0.1634375260472248,19,,,,,102.46249771118164,838.5375366210938,142.46250534057617,936.5625190734863,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5316,hover_association,2,2,int,,,900,1,12, stepped ,937,110,hover,1.199999988079071,1.199999988079071,0.006334567201244565,0.18843752127885413,19,,,,,102.46249771118164,936.5625190734863,142.46250534057617,1005.625,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5330,raw_position_sample,2,2,int,,,900,1,-1,,937,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91293.5,,,,,,,,,,,,,,
5333,hover_association,2,2,int,,,900,1,12, stepped ,948,111,hover,1.2000000476837158,1.2000000476837158,0.16561062928920536,0.21343751651048345,19,,,,,102.46249771118164,936.5625190734863,142.46250534057617,1005.625,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5350,hover_association,2,2,int,,,900,1,12, stepped ,956,112,hover,1.199999988079071,1.199999988079071,0.28144776535317684,0.23843751174211278,19,,,,,102.46249771118164,936.5625190734863,142.46250534057617,1005.625,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5384,raw_position_sample,2,2,int,,,900,1,12, stepped ,978,120,,,,,,,,,,,112.4625015258789,936.5625,132.4625015258789,1005.625,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91347.60000002384,,,,,,,,,,,,,,
5433,raw_position_sample,2,2,int,,,900,1,12, stepped ,993,128,,,,,,,,,,,112.4625015258789,936.5625,132.4625015258789,1005.625,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91396.80000001192,,,,,,,,,,,,,,
5482,raw_position_sample,2,2,int,,,900,1,12, stepped ,995,128,,,,,,,,,,,112.4625015258789,936.5625,132.4625015258789,1005.625,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91445.80000001192,,,,,,,,,,,,,,
5531,raw_position_sample,2,2,int,,,900,1,12, stepped ,995,128,,,,,,,,,,,112.4625015258789,936.5625,132.4625015258789,1005.625,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91494.69999998808,,,,,,,,,,,,,,
