responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,13, of ,908,124,,100.06666564941406,889.849983215332,140.06666564941406,909.8666687011719,1,13,hover,17,17,0.9067443657196698,0.5983333587646484,130,,,elementary,2,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,14, three ,926,126,164205,110.06666564941406,909.86669921875,130.06666564941406,955.9167022705078,1,14,,,,,,,,,elementary,2,,,,,,,,,,,,
1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,14, three ,926,126,,100.06666564941406,909.8666687011719,140.06666564941406,955.9166946411133,1,14,hover,50,50,0.8715159325028425,0.7733333587646485,130,,,elementary,2,,,,,,,,,,,,
1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,15, or ,958,132,164256,110.06666564941406,955.9166870117188,130.06666564941406,976.933349609375,1,15,,,,,,,,,elementary,2,,,,,,,,,,,,
1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,15, or ,958,132,,100.06666564941406,955.9166946411133,140.06666564941406,976.933349609375,1,15,hover,50,50,0.7176834458987292,0.7983333587646484,130,,,elementary,2,,,,,,,,,,,,
1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,16, four ,980,132,164306,110.06666564941406,976.933349609375,130.06666564941406,1012.9666748046875,1,16,,,,,,,,,elementary,2,,,,,,,,,,,,
1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,16, four ,1005,132,164357,110.06666564941406,976.933349609375,130.06666564941406,1012.9666748046875,1,16,,,,,,,,,elementary,2,,,,,,,,,,,,
1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,16, four ,980,132,,100.06666564941406,976.933349609375,140.06666564941406,1012.9666748046875,1,16,hover,101,101,0.9731727560682284,0.7983333587646484,130,,,elementary,2,,,,,,,,,,,,
1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,17, meters ,1013,132,164407,110.06666564941406,1012.9666748046875,130.06666564941406,1068.000015258789,1,17,,,,,,,,,elementary,2,,,,,,,,,,,,
1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,17, meters ,1013,132,,100.06666564941406,1012.9666748046875,140.06666564941406,1068.000015258789,1,17,hover,33,33,0.0006055455663334411,0.7983333587646484,130,,,elementary,2,,,,,,,,,,,,
1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,16, four ,983,132,164458,110.06666564941406,976.933349609375,130.06666564941406,1012.9666748046875,1,16,,,,,,,,,elementary,2,,,,,,,,,,,,
1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,16, four ,1004,132,,100.06666564941406,976.933349609375,140.06666564941406,1012.9666748046875,1,16,hover,32,32,0.16836221352711012,0.7983333587646484,130,,,elementary,2,,,,,,,,,,,,
1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,14, three ,918,135,,100.06666564941406,909.8666687011719,140.06666564941406,955.9166946411133,1,14,hover,17,17,0.1766194726890196,0.8733333587646485,130,,,elementary,2,,,,,,,,,,,,
1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,12, journey ,859,137,,100.06666564941406,825.783332824707,140.06666564941406,889.849983215332,1,12,hover,17,17,0.5184704830479733,0.9233333587646484,130,,,elementary,2,,,,,,,,,,,,
1314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,26, very ,756,141,164508,150.06666564941406,739.75,170.06666564941406,778.7666625976562,2,9,,,,,,,,,elementary,2,,,,,,,,,,,,
1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,26, very ,756,141,,140.06666564941406,739.75,180.06666564941406,778.7666625976562,2,9,hover,16,16,0.41648872348646615,0.023333358764648437,130,,,elementary,2,,,,,,,,,,,,
1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,24, freedom ,694,144,,140.06666564941406,631.6666641235352,180.06666564941406,702.7333450317383,2,7,hover,17,17,0.8771105541988214,0.09833335876464844,130,,,elementary,2,,,,,,,,,,,,
1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,23, that ,630,148,,140.06666564941406,596.6333084106445,180.06666564941406,631.6666641235352,2,6,hover,17,17,0.952426363686254,0.19833335876464844,130,,,elementary,2,,,,,,,,,,,,
1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,22, realized ,561,154,164559,150.06666564941406,528.566650390625,170.06666564941406,596.6333160400391,2,5,,,,,,,,,elementary,2,,,,,,,,,,,,
1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,22, realized ,561,154,,140.06666564941406,528.566650390625,180.06666564941406,596.6333084106445,2,5,hover,34,34,0.0798239515120158,0.37333335876464846,130,,,elementary,2,,,,,,,,,,,,
1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,21, he ,505,154,,140.06666564941406,503.53333282470703,180.06666564941406,528.566650390625,2,4,hover,16,16,0.05858860582225775,0.34833335876464844,130,,,elementary,2,,,,,,,,,,,,
1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,20," then, ",478,154,164614,150.06666564941406,458.48333740234375,170.06666564941406,503.53334045410156,2,3,,,,,,,,,elementary,2,,,,,,,,,,,,
1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,20," then, ",462,156,164664,150.06666564941406,458.48333740234375,170.06666564941406,503.53334045410156,2,3,,,,,,,,,elementary,2,,,,,,,,,,,,
1483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,20," then, ",490,154,,140.06666564941406,458.4833450317383,180.06666564941406,503.53333282470703,2,3,hover,83,83,0.07806117472046432,0.3983333587646484,130,,,elementary,2,,,,,,,,,,,,
1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,19, and ,438,164,164714,150.06666564941406,423.433349609375,170.06666564941406,458.4833526611328,2,2,,,,,,,,,elementary,2,,,,,,,,,,,,
1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,19, and ,434,166,164764,150.06666564941406,423.433349609375,170.06666564941406,458.4833526611328,2,2,,,,,,,,,elementary,2,,,,,,,,,,,,
1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,19, and ,434,166,164814,150.06666564941406,423.433349609375,170.06666564941406,458.4833526611328,2,2,,,,,,,,,elementary,2,,,,,,,,,,,,
1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,19, and ,434,166,164865,150.06666564941406,423.433349609375,170.06666564941406,458.4833526611328,2,2,,,,,,,,,elementary,2,,,,,,,,,,,,
1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,19, and ,454,158,,140.06666564941406,423.433349609375,180.06666564941406,458.4833450317383,2,2,hover,234,234,0.7864951209961183,0.6733333587646484,130,,,elementary,2,,,,,,,,,,,,
1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,21, he ,518,170,164916,150.06666564941406,503.5333251953125,170.06666564941406,528.566650390625,2,4,,,,,,,,,elementary,2,,,,,,,,,,,,
1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,21, he ,518,170,,140.06666564941406,503.53333282470703,180.06666564941406,528.566650390625,2,4,hover,16,16,0.5778965227920432,0.7483333587646485,130,,,elementary,2,,,,,,,,,,,,
1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,22, realized ,555,170,,140.06666564941406,528.566650390625,180.06666564941406,596.6333084106445,2,5,hover,17,17,0.38834504849056223,0.7483333587646485,130,,,elementary,2,,,,,,,,,,,,
1769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,23, that ,626,167,,140.06666564941406,596.6333084106445,180.06666564941406,631.6666641235352,2,6,hover,17,17,0.838249462313138,0.6733333587646484,130,,,elementary,2,,,,,,,,,,,,
1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,24, freedom ,669,165,164967,150.06666564941406,631.6666870117188,170.06666564941406,702.7333526611328,2,7,,,,,,,,,elementary,2,,,,,,,,,,,,
1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,24, freedom ,669,165,,140.06666564941406,631.6666641235352,180.06666564941406,702.7333450317383,2,7,hover,33,33,0.9333957211558488,0.5483333587646484,130,,,elementary,2,,,,,,,,,,,,
1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,25, was ,734,160,,140.06666564941406,702.7333450317383,180.06666564941406,739.75,2,8,hover,16,16,0.8446645164202417,0.49833335876464846,130,,,elementary,2,,,,,,,,,,,,
1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,26, very ,753,158,165017,150.06666564941406,739.75,170.06666564941406,778.7666625976562,2,9,,,,,,,,,elementary,2,,,,,,,,,,,,
1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,26, very ,753,158,,140.06666564941406,739.75,180.06666564941406,778.7666625976562,2,9,hover,17,17,0.33959849761204164,0.4483333587646484,130,,,elementary,2,,,,,,,,,,,,
1873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,27, near ,813,150,165068,150.06666564941406,778.7666625976562,170.06666564941406,819.8166656494141,2,10,,,,,,,,,elementary,2,,,,,,,,,,,,
1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,27, near ,781,154,,140.06666564941406,778.7666625976562,180.06666564941406,819.8166580200195,2,10,hover,50,50,0.8339425388509071,0.24833335876464843,130,,,elementary,2,,,,,,,,,,,,
1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,28, so ,831,148,,140.06666564941406,819.8166580200195,180.06666564941406,843.8333129882812,2,11,hover,33,33,0.9236649320771775,0.14833335876464843,130,,,elementary,2,,,,,,,,,,,,
1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,29, he ,854,144,165118,150.06666564941406,843.8333129882812,170.06666564941406,868.8666534423828,2,12,,,,,,,,,elementary,2,,,,,,,,,,,,
1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,29, he ,854,144,,140.06666564941406,843.8333129882812,180.06666564941406,868.8666763305664,2,12,hover,34,34,0.8455390800789839,0.07333335876464844,130,,,elementary,2,,,,,,,,,,,,
1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,30, entered ,894,143,165169,150.06666564941406,868.86669921875,170.06666564941406,934.9500274658203,2,13,,,,,,,,,elementary,2,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,30, entered ,877,143,,140.06666564941406,868.8666763305664,180.06666564941406,934.9500198364258,2,13,hover,66,66,0.8342998514375278,0.12333335876464843,130,,,elementary,2,,,,,,,,,,,,
2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,31, a ,937,146,165219,150.06666564941406,934.9500122070312,170.06666564941406,949.9666748046875,2,14,,,,,,,,,elementary,2,,,,,,,,,,,,
2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,31, a ,937,146,,140.06666564941406,934.9500198364258,180.06666564941406,949.9666748046875,2,14,hover,18,18,0.1365137687392386,0.14833335876464843,130,,,elementary,2,,,,,,,,,,,,
2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,32, drainpipe ,990,148,165269,150.06666564941406,949.9666748046875,170.06666564941406,1029.0666809082031,2,15,,,,,,,,,elementary,2,,,,,,,,,,,,
2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,32, drainpipe ,1018,152,165319,150.06666564941406,949.9666748046875,170.06666564941406,1029.0666809082031,2,15,,,,,,,,,elementary,2,,,,,,,,,,,,
2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,32, drainpipe ,1025,153,165369,150.06666564941406,949.9666748046875,170.06666564941406,1029.0666809082031,2,15,,,,,,,,,elementary,2,,,,,,,,,,,,
2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,32, drainpipe ,1014,156,165420,150.06666564941406,949.9666748046875,170.06666564941406,1029.0666809082031,2,15,,,,,,,,,elementary,2,,,,,,,,,,,,
2250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,32, drainpipe ,959,146,,140.06666564941406,949.9666748046875,180.06666564941406,1029.066665649414,2,15,hover,216,216,0.5566792704407514,0.4483333587646484,130,,,elementary,2,,,,,,,,,,,,
2266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,31, a ,942,158,,140.06666564941406,934.9500198364258,180.06666564941406,949.9666748046875,2,14,hover,17,17,0.4694774021561143,0.4483333587646484,130,,,elementary,2,,,,,,,,,,,,
2275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,30, entered ,887,158,165470,150.06666564941406,868.86669921875,170.06666564941406,934.9500274658203,2,13,,,,,,,,,elementary,2,,,,,,,,,,,,
2283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,30, entered ,887,158,,140.06666564941406,868.8666763305664,180.06666564941406,934.9500198364258,2,13,hover,17,17,0.27440082034931806,0.4483333587646484,130,,,elementary,2,,,,,,,,,,,,
2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,27, near ,818,155,,140.06666564941406,778.7666625976562,180.06666564941406,819.8166580200195,2,10,hover,16,16,0.9557452320925266,0.37333335876464846,130,,,elementary,2,,,,,,,,,,,,
2316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,25, was ,706,158,,140.06666564941406,702.7333450317383,180.06666564941406,739.75,2,8,hover,16,16,0.08824824855359206,0.4483333587646484,130,,,elementary,2,,,,,,,,,,,,
2326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,24, freedom ,638,167,165521,150.06666564941406,631.6666870117188,170.06666564941406,702.7333526611328,2,7,,,,,,,,,elementary,2,,,,,,,,,,,,
2333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,24, freedom ,638,167,,140.06666564941406,631.6666641235352,180.06666564941406,702.7333450317383,2,7,hover,17,17,0.0891182168004387,0.6733333587646484,130,,,elementary,2,,,,,,,,,,,,
2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,38, sea. ,562,183,,180.06666564941406,549.533332824707,220.06666564941406,588.566650390625,3,5,hover,16,16,0.31938528295064184,0.07333335876464844,130,,,elementary,2,,,,,,,,,,,,
2366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,37, the ,530,191,,180.06666564941406,519.5,220.06666564941406,549.533332824707,3,4,hover,18,18,0.3496115486511086,0.2733333587646484,130,,,elementary,2,,,,,,,,,,,,
2377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,35, directly ,497,201,165571,190.06666564941406,437.45001220703125,210.06666564941406,499.4833526611328,3,2,,,,,,,,,elementary,2,,,,,,,,,,,,
2427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,35, directly ,462,210,165621,190.06666564941406,437.45001220703125,210.06666564941406,499.4833526611328,3,2,,,,,,,,,elementary,2,,,,,,,,,,,,
2477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,35, directly ,444,214,165671,190.06666564941406,437.45001220703125,210.06666564941406,499.4833526611328,3,2,,,,,,,,,elementary,2,,,,,,,,,,,,
2501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,35, directly ,497,201,,180.06666564941406,437.45001220703125,220.06666564941406,499.4833450317383,3,2,hover,133,133,0.024986369785236027,0.8733333587646485,130,,,elementary,2,,,,,,,,,,,,
2528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,34, led ,425,215,165722,190.06666564941406,408.41668701171875,210.06666564941406,437.45001220703125,3,1,,,,,,,,,elementary,2,,,,,,,,,,,,
2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,34, led ,419,215,165772,190.06666564941406,408.41668701171875,210.06666564941406,437.45001220703125,3,1,,,,,,,,,elementary,2,,,,,,,,,,,,
2629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,34, led ,421,217,165823,190.06666564941406,408.41668701171875,210.06666564941406,437.45001220703125,3,1,,,,,,,,,elementary,2,,,,,,,,,,,,
2651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,34, led ,434,215,,180.06666564941406,408.41668701171875,220.06666564941406,437.45001220703125,3,1,hover,151,151,0.6745115434260703,0.9483333587646484,130,,,elementary,2,,,,,,,,,,,,
2679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,35, directly ,469,217,165873,190.06666564941406,437.45001220703125,210.06666564941406,499.4833526611328,3,2,,,,,,,,,elementary,2,,,,,,,,,,,,
2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,35, directly ,440,219,,180.06666564941406,437.45001220703125,220.06666564941406,499.4833450317383,3,2,hover,48,48,0.8954861082499174,0.8483333587646484,130,,,elementary,2,,,,,,,,,,,,
2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,37, the ,537,211,,180.06666564941406,519.5,220.06666564941406,549.533332824707,3,4,hover,17,17,0.5826859144185144,0.7733333587646485,130,,,elementary,2,,,,,,,,,,,,
2729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,38, sea. ,574,210,165924,190.06666564941406,549.5333251953125,210.06666564941406,588.566650390625,3,5,,,,,,,,,elementary,2,,,,,,,,,,,,
2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,38, sea. ,574,210,,180.06666564941406,549.533332824707,220.06666564941406,588.566650390625,3,5,hover,17,17,0.6268149545314615,0.7483333587646485,130,,,elementary,2,,,,,,,,,,,,
2750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,39, The ,612,210,,180.06666564941406,588.566650390625,220.06666564941406,624.599983215332,3,6,hover,17,17,0.6503242351567163,0.7483333587646485,130,,,elementary,2,,,,,,,,,,,,
2766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,40, drainpipe ,668,206,,180.06666564941406,624.599983215332,220.06666564941406,703.6999893188477,3,7,hover,16,16,0.5486727362305354,0.6483333587646485,130,,,elementary,2,,,,,,,,,,,,
2779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,41, was ,706,205,165974,190.06666564941406,703.7000122070312,210.06666564941406,740.7166748046875,3,8,,,,,,,,,elementary,2,,,,,,,,,,,,
2783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,41, was ,706,205,,180.06666564941406,703.6999893188477,220.06666564941406,740.7166748046875,3,8,hover,17,17,0.06213443075642677,0.6233333587646485,130,,,elementary,2,,,,,,,,,,,,
2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,42, 50 ,750,202,,180.06666564941406,740.7166748046875,220.06666564941406,765.7500076293945,3,9,hover,17,17,0.37083856393864506,0.5483333587646484,130,,,elementary,2,,,,,,,,,,,,
2831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,43, meters ,801,199,166025,190.06666564941406,765.75,210.06666564941406,825.7833404541016,3,10,,,,,,,,,elementary,2,,,,,,,,,,,,
2834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,43, meters ,776,201,,180.06666564941406,765.7500076293945,220.06666564941406,825.783332824707,3,10,hover,34,34,0.5871737448479339,0.47333335876464844,130,,,elementary,2,,,,,,,,,,,,
2867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,44, long ,836,197,,180.06666564941406,825.783332824707,220.06666564941406,864.8333129882812,3,11,hover,33,33,0.8250111021911515,0.42333335876464845,130,,,elementary,2,,,,,,,,,,,,
2880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,45, and ,876,199,166075,190.06666564941406,864.8333129882812,210.06666564941406,899.8833160400391,3,12,,,,,,,,,elementary,2,,,,,,,,,,,,
2899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,45, and ,876,199,,180.06666564941406,864.8333129882812,220.06666564941406,899.8833084106445,3,12,hover,33,33,0.8892065929296291,0.5483333587646484,130,,,elementary,2,,,,,,,,,,,,
2931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,46, opened ,926,204,166125,190.06666564941406,899.88330078125,210.06666564941406,964.9833068847656,3,13,,,,,,,,,elementary,2,,,,,,,,,,,,
2981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,46, opened ,959,204,166175,190.06666564941406,899.88330078125,210.06666564941406,964.9833068847656,3,13,,,,,,,,,elementary,2,,,,,,,,,,,,
2984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,46, opened ,908,202,,180.06666564941406,899.8833084106445,220.06666564941406,964.9833221435547,3,13,hover,83,83,0.9080903090419791,0.5983333587646484,130,,,elementary,2,,,,,,,,,,,,
3032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,47, into ,970,207,166226,190.06666564941406,964.9833374023438,210.06666564941406,999.0166625976562,3,14,,,,,,,,,elementary,2,,,,,,,,,,,,
3067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,47, into ,965,206,,180.06666564941406,964.9833221435547,220.06666564941406,999.0166625976562,3,14,hover,84,84,0.14740480333427636,0.6983333587646484,130,,,elementary,2,,,,,,,,,,,,
3082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,11,2,7,8,46, opened ,962,212,166277,190.06666564941406,899.88330078125,210.06666564941406,964.9833068847656,3,13,,,,,,,,,elementary,2,,,,,,,,,,,,
3118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,11,2,7,8,46, opened ,962,212,,180.06666564941406,899.8833084106445,220.06666564941406,964.9833221435547,3,13,hover,50,50,0.33973405412931224,0.9233333587646484,130,,,elementary,2,,,,,,,,,,,,
